text	label	category
 Mobile main mera phek dunga iPhone x BARNA aisa problem hoga	4	not-malayalam/tamil
 Sala kuch smjh nhi aaya pr mja aaya	4	not-malayalam/tamil
 Ellam avan sayal movie mathiriya irukku🤔	1	Positive
 Boss you looking so handsome ND young kekaa	1	Positive
 Pattaya kelapitey Siva!!!  Awesome!!!	1	Positive
 Dahaaaaaaa chitii come back I am waiting get ready to 2.0	1	Positive
 Boni kapoor sir ini entha update illama ethum release panathinga sir,  intha chinna pasanga tholla thanga mudiyala	1	Positive
 Looks thrilling, thala get up super as lawyer , dai pandey neeya da	1	Positive
 Neenga enna vena kathukonga aana Hollywood padathukku dubbing mattum kathukathinga	1	Positive
 Ena da nadakuthu inga.. Epaaa sathiyamaa edir pakatha trailer.. TOTALLY UNIMAGINABLE TRAILER. THALIVAR	1	Positive
 1:43  Thala da    By thalapathy fan	1	Positive
 Sun picture best or Vijay TV best sp best na dislike pannuga Vijay TV best na like pannuga	1	Positive
 Hey Makkalay yaaru Darbar Motion Poster announcementku apram vantheenga	2	unknown_state
 Last dialoge thala fans ungalukkuta Iam Vijay fan trailer super	1	Positive
 Hollywood range la iruku padam Kandipa blockbuster hit! Semma story....	1	Positive
 But ore oru varutham ennana Sunday release pannirukkalam yesterday aavathu announcement pannirukkalam	1	Positive
 Semmma style... rajini sir is back...	1	Positive
 My Dear Thala ahhhhhhhhhhhhhh semma GETHU	1	Positive
 Idduke ₹500 va tarlam... kolla mass	1	Positive
 Movie savadi vera level poo..thalaivar thalaivar thaa..mass	1	Positive
 Super thalaiva .Semma mass. Intha movie blockbuster thaan. FDFS poravanga like pannunga.	1	Positive
 92k views 132k likes  Fraud	1	Positive
 3 minute trailor vida thil irukkaa....bollywood la panranga....tamila mudiyuma???????	1	Positive
 Dai ranjit nee idha parthu film eduka kathuko	1	Positive
 Trailer fast ah podu Ana Background la main bgm illaye Fyt Ku Varadhinga Da Unmaiya tha slura	1	Positive
 Superb  Vivek Mervin pinnitinga ponga... Ungalukagave padam pakanum	1	Positive
 Viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu.....	1	Positive
 1:36 *thaa enna look-u daa saami  That bgm lit	1	Positive
 Guyzz 1m likes vara varaikum vitraadheenga...	1	Positive
 Padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya	1	Positive
 Velraj sir thalaivana masss a kamchirukaru vera level u	1	Positive
 U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum	1	Positive
 Iam vijay fan kerala and iam waiting super star's petta	1	Positive
 Oh my god .. it's rajini for you	1	Positive
 0:52 thala looka apdiyae vechurkaru pa.  Without audio la paata thalaikum ivrukkum vityasam teriyathu	1	Positive
 Dai yaaru da antha 36k? apadi enna da enga thala mela ungaluku Gaandu?!	1	Positive
 Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's	1	Positive
 Iam sk fan aanaa trailer semma	1	Positive
 Wow padam tharu mara iruka poguthu  This pongal petta diwali	1	Positive
 Sema mass marana mass tha i love rajini	1	Positive
 800k likes varavareku nanu thungamatte nenaikiravage like podunge	1	Positive
 Damn..im a proud. Chiyaan vikram fan..	1	Positive
 Enna panna porom sweet sapda porom....	1	Positive
 entha kannada naiyai ennum tamilnattil erunthu anupalaiya?	0	Negative
 Vaa thalaiva via diwali mass ur movie bikil  out	1	Positive
 Veralevel performer Dhanush sir	1	Positive
 No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala	1	Positive
 Super akshay sir i love u sir	1	Positive
 Looks like he will SET SCREEN ON FIRE	1	Positive
 Ninga vena yenkuda classah passah suthla aana yen massu yennanu teriyathulla	1	Positive
 It's pink with ajith Kumar ka chutiyapa	1	Positive
 Rmba sandhosama irukku. Thala ipdi suspense movie la nadichadhu.and rlz kaga waiting.	1	Positive
 Villaina mass aa kattallayea.  So sad.  Villain mass aa iruntha thaa movie mass aa irukkum	1	Positive
 Trailer vera level athana Da....aamai kunjugala	1	Positive
 Yenda, padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga.	1	Positive
 Nambakita kadu iruntha vangikuvanunga kasu iruntha puduingikuvanunga padipa Mattum pudungavey mudiyathu chidambaram	1	Positive
 1:20 to 2:29 marana massssss	1	Positive
 Thalapathy 64 villan ku Oru like podu	1	Positive
 No.1 trending....yellarum idha thana ketutu irundhinga	1	Positive
 Dhanush fans hit like here.....	1	Positive
 E,,adicha copy da,,,ithu ellam avan seyal movie	1	Positive
 Like so much Thala from AP PawanKalyan Anna fans	1	Positive
 Yellaam super, but nawazudin voice mattum nalla illa.	1	Positive
 Wow. I love you Thalaivaaaaaa.	1	Positive
 Thala..... Kola waiting eppo yaa release panna poringa	1	Positive
 Vaalum theivam ajith Kumar Manitha kadavul ajith Kumar Sokka thangam ajith Kumar En uyirai kaakum ajith Kumar Ulaga uthaman ajith Kumar...	1	Positive
 Ethukku ethellam..! Vvs,rajini murugan mari comedy movie pathuttu...! Entha movie pakka mudiuma.....?	1	Positive
 Comment box pakka vantha like podunga	1	Positive
 Thalaivar varuvaru sure aa adippaaru	1	Positive
 Who else are here after Sarkar movie?	1	Positive
 Dialogues ah illama mass scenes la pesirukalaam	1	Positive
 Pongal namalukku super collection ma !	1	Positive
 Ennada pittalatama irruku views 51k but likes 99k va	1	Positive
 Thalaivaaaa..! ippa Enna panna porom?? Sweet sapda porom...!	1	Positive
 I am thalapathi fan...but thalapathi ku apram karthi Anna va than pidikum..intha Diwali enaku double treat....	1	Positive
 Yuvan bgm kola mass thalaiva marana waiting for #valimai	1	Positive
 Thalaivar ku ennum vaisae agala Sema	1	Positive
 Kaithi blockbuster movie  Bigil Abhi tak hit bhi nhi huvi	1	Positive
 Ippa enna panna poram sweet sapada porom ,,,super awesome	1	Positive
 Thala  U1  Yuvan Shankar Raja  Mass....	1	Positive
 Shakthiman fans kill the like button	1	Positive
 1:53 Ant-Man ah pottu Hope pottu polakra adhe smack	1	Positive
 Screen Presence la ungala adichukka vera evanum illa Thala	1	Positive
 Vera level movie & vasool NKP	1	Positive
 Vera level acting thalaivar Mass's pakka mass sry petta masssss SSS	1	Positive
 Sahoo 12 million nkp innu 9 million tha 🤣🤣🤣	1	Positive
 Senseless movie ..  just video game..	1	Positive
 Thala fans saarbaaga motion poster vendum adhe	1	Positive
 Rajinikanth sir is my favorite Hero says ARR	1	Positive
 Kadaram Kondan vs Saaho.... I'm waiting....	1	Positive
 0.35 & 0.55 sec   wowwwww	1	Positive
 Last dialogue suit for all fans	1	Positive
 Thala fans hit like me....	1	Positive
 Edho sadhi nadakudhu pa inum trending la varala	1	Positive
 Kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga	1	Positive
 Shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga	1	Positive
 Dai bahubali 1 & 2.    Kelambu kelambu.	3	Mixed_feelings
 PINK Bollywood  But Like Ajit kumar	1	Positive
 Comedy ya erukku ithukku billa pandi ok	1	Positive
 Vs anna semma.......🤗epavum pola neega vera level.........	1	Positive
 Kk chiyan vikram in kadaram kondan best wishes	1	Positive
 1:34 Enna paarva da idhu goosebumps guaranteed	1	Positive
 Marana marana marana.. Sirapana tharamaana padam ...🤗🤗🤗🤗	1	Positive
 Thala look sema mass nu soldravanga mattum oru like podunga	1	Positive
 Vanthathu vanthuteenga thala fans ellarum like potutu ponga	1	Positive
 enada pandey news ah vittutu cinema la nadikuran	1	Positive
 Ena da bgm ithu yuvannnnnnnnnn rocksssssss	1	Positive
 1st like Vijay Fanss Hit Likes	1	Positive
 Ex police cop become a prisoner.	3	Mixed_feelings
 Trailer late ah parthu miss pannavanga.... Ippo happy ah	1	Positive
 Nazawuddin Siddiqui in pettai  tharamana mudivu	1	Positive
 Oru pakkam bigil. Bigil anil kunjugalin alaparaikal	0	Negative
 Super  yaru nu keta chinna kulandhai um solum....... Maestro of Style	1	Positive
 Dhanush Indha padathula ethana pera vetunarunu yarachum therinja solunga....	1	Positive
 Vijay sethupathi fans hit like here	1	Positive
 Aiyo enaku ipave thalaya padathula pakanumnu eruku	1	Positive
 THALAAAA  & U1 again ROCK	1	Positive
 Petta telugu la illea ? missing in tollywood	1	Positive
 Story match kaakapoinaa, Konni Konni shots Sukumar Rangasthalam laaga ne undhi choodataniki	2	unknown_state
 Telugu  Thala fan's hit likes	1	Positive
 Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p*** pasangala... No bots no Visay	1	Positive
 akshay kumar as shiva kumar	1	Positive
 Siripu vantha oru like podunga	1	Positive
 Teaser la iruntha yedho onnu trailer la missing! Aana ithuvum nalla than irukku	1	Positive
 🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans	1	Positive
 Dhanush fans sarbaga padam vetri adiya valthukal	1	Positive
 Sweet sappuda porom  Sweet saputtu apdiye ethavthu karama (Viswasam) sappuduvom	1	Positive
 Pazhaya Rajinikanth ah paatha feeling pa....	1	Positive
 Maranam mass uh maranam Petta Athukku avar thaa poranthu varanum Thalaivar	1	Positive
 neraya neraya neraya neraya neraya what a  performance voice Vera level.	1	Positive
 Ithan diwali fight..semme kartik..story value va hero value r nu..	1	Positive
 Dhanush fans oru like potutu ponga	1	Positive
 Pink !! But like for Ajith	1	Positive
 Beginning of satyayuga end of kaliyuga	1	Positive
 Dhanush sir ku Ella get up um set aagudhu	1	Positive
 Inimal Sun Networkla Petta promo poda start panniduvaanga	1	Positive
 neraya neraya neraya neraya neraya what a powerful voice.	1	Positive
 thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....	1	Positive
 Krish movie mask mathiri erukku pa....	1	Positive
 Chiyaan vikram sir vera 11	1	Positive
 Ethe maari ennamo Padam pathaa maatiye eruke 🤔🤔🤔	1	Positive
 thala thanta thalaiya minja evanta	1	Positive
 2.0 late a vanthalu latest  a vanthurukku	1	Positive
 Thatha ku jodiya paatis Padam nalla irrukum pola	1	Positive
 1999 :padappa-vali now 2019 petta -viswasam	1	Positive
 Bigil satham ketta ella kaithiyum amaithithan	1	Positive
 Confirm 1M likes varumnu soldravange like podunge machanzz	1	Positive
 Happy new year  Thalaivar padam mass kata pothu	1	Positive
 Thala Vera Level Maas  U1 Bgm Ultimate	1	Positive
 Yenda thala enga thala ya vada dislike panni irukkenga	1	Positive
 Dai youtube trending la podu da	1	Positive
 sam c.s vera level ya un bgm	1	Positive
 Thala vera level n yuvan bgm semmeee...	1	Positive
 Thala endru sollada thalai nimirndhu nillada .. vanthudaruda en Thala ippa vangada kena.................	1	Positive
 Are u a virgin girls ??? Kani kazhiyama irukingala ???	1	Positive
 Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa	1	Positive
 All the best Karthi and Lokesh kanakaraaj	1	Positive
 Romba naaluku Aparam thalaivar...  Sema massa pakurom..... Get rajinified... .....	1	Positive
 Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la  vilundarom	1	Positive
 Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala	1	Positive
 Mavena edhavadhu haters irundha odi poiru kola kandula irukkaen padam paakama vidamataen	1	Positive
 Elam girls um trailer ah patha maari movie ya kandipaa parungaa....	1	Positive
 3ena da 300 spartan s BGm la varuthu	1	Positive
 I am Kamal Sir Fanzz but i like  2.0 trailer.... waiting fr 2.0 Movie	1	Positive
 Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam	1	Positive
 Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom	1	Positive
 Intha padatha pathe aakanum Thalaivaa aaaaaa.........	1	Positive
 Kris’s movie pola irukkunu yaarukkavadu feel aahircha	1	Positive
 Viswasam trailer 7k like  1.4 m  like thala fans like tha trailer	1	Positive
 Ada dei nama sambatha da dei	1	Positive
 Nvp voda recorda break pannanum solravanga..like pannunga	1	Positive
 Movie pathutan semma mass a irukku.... music la vera leval	1	Positive
 Marana mass thala I am waiting🦁🦁🦁🦁🦁🦁🦁	1	Positive
 Intha Padathula Gethu Mass Kaatra Thalaya nadikala! Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru! #StopWomenAbuse	1	Positive
 Vayase aagala pa.. ena effort chanceless.. 🤙	1	Positive
 Thala yada dialogue delivery sema mass Vera level  goosebumps overloaded	1	Positive
 Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu.....	1	Positive
 Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon	1	Positive
 Vayasanalum unga style azhagum innum marala.... Thalaiva roxkzzzzzz	1	Positive
 Matha actor la Vera level na Niii top level Thalaivaaa	1	Positive
 Enna panna porom sweet sapda porom petta paraak	1	Positive
 Dislike Pota Ealarum .... Lusu p___ 🤐	0	Negative
 Vena padama release pannathinga pakka mudiyala	1	Positive
 Thala bloods ellaarum oru like podunga	1	Positive
 Real Rajnikant or dupe ?? Amazingly young !!!	1	Positive
 DEEPAVALI KU vera level Padam irukku !! Pakka !! KAITHI DEEPAVALI	1	Positive
 aiyo #thala marana mass #thala love you so much #thala	1	Positive
 Thla da . U1 bgm	1	Positive
 Intha padampothu thalaya asaikka kooda mudiyathu	1	Positive
 NKP 30 million views varum solravaga thala fans hit like button 2million like	1	Positive
 subscribe here enjoy ...gari maya ra sath dinu hola nogen	1	Positive
 Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga	1	Positive
 Super super super super star rajini sri good.....	1	Positive
 Mind blowing  Ipo paarunga therikka vitudalam	1	Positive
 Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la... padatha paathuthaan paadhi samudhayam kedudhu.... all the best for the team....	1	Positive
 Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala	1	Positive
 king of kollywood one & only Thala Thala Thala Thala Thala Thala Thala	1	Positive
 Marana masss thalaiva Hollywood deractor la vaya polaka poranugga	1	Positive
 Thala mass! But court room perusa irundhurkalam.	1	Positive
 You kena tunggu lebih lama lagi... untuk tahu saya...	4	not-malayalam/tamil
 Idhu  padam da ommla enna padam da i saw 2 shows back to back vera level	1	Positive
 Pakkaaa message pola...Thalaivaaa we are waiting	1	Positive
 Thalapathy kku Evlo Massss irukka pootho #Thalapathy64  #Lokeshkanagaraj	1	Positive
 Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry	1	Positive
 Nammaku tevaiyanada namma taan adichi vaanganum; Padipa mattum nammakitta irundu edutuka mudiyathu	1	Positive
 Ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..	1	Positive
 Last dailog புரிஞ்சா inga like podunga	1	Positive
 Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it	1	Positive
 1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam	1	Positive
 Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku ....thalavara dummy ah aakitanaga...ama vai illa ya	1	Positive
 You tube crash ho gaya kitna time ho gaya hai bhut sahi	4	not-malayalam/tamil
 Vera Level #SK Bro... Keep Going Huge..	1	Positive
 Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa	1	Positive
 last dialague semma.... rasikanuku advice pannitaru thala super thala	1	Positive
 Super pa... Thalapadhy rasigar saarba vaalthukal	1	Positive
 Thala Ena Thala ketta mass ah irukiyae	1	Positive
 Thambi naanga 19 hourslaya 11M neenga yaaru da komali	1	Positive
 Appo Kabalieee... Na Nerupuda  Eppo robot na chitti 2.O version	1	Positive
 Waiting 1m likes and 15m views	1	Positive
 Vayasu analum unga style um alagum innum ungala vitu pogala....old time rajni ah pakaramariye iruku...	1	Positive
 Kaithi thane daw. Intha Diwali ku	1	Positive
 Ada aamaigala 1m like kooda varlaya aamai Ajith	1	Positive
 Realy trailer marana massa iruku iam waiting petta	1	Positive
 You're line line line ithu mari Neriya  Neriya Neriya Neriya padatthula irukum pola iam waiting	1	Positive
 Simion sir enga irrukinga.  Sekiram vanga.	1	Positive
 Wow 10  millóns views	1	Positive
 Back to Back Super blockbuster Movies......... First   2.0   then Petta Rajnikanth is just Amaaaaaaazing	1	Positive
 எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by:PURE DHANUSH ANNA FAN	1	Positive
 Dislike pannravan ratham kakkai saavan 🤣	1	Positive
 தல i am waiting for nerkoonda paarvai	1	Positive
 Vijay -vera vera vera vetakaran taan da venumm Ajith- nerya nerya nerya nerya ....nerya	1	Positive
 Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga	1	Positive
 Dislike panavan oruthanuku poruthuruka maatan poogada ****************	1	Positive
 Dei kadisiya style dance ah parunga da... Ayyo sema... Thalaiva cuteness charisma fight sequel banged comeback...	1	Positive
 Darbat 50K COMMENT VARANUM 800K LIKE VARANUM VIEW 40 MILLION VARANUM	1	Positive
 Shaktiman madri next comedy punda aga poren sakadai kelavan	0	Negative
 Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale ‍‍‍‍‍‍‍	1	Positive
 Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum	1	Positive
 Wow trailer marana waiting Diwali ku	1	Positive
 Entha trailer best nu Pakalam  Like : Asuran   Cmnt: Kaapan	1	Positive
 Comments parka vandha padika vandha nanba nanbigal like pannitu pooga	1	Positive
 Thala thaan eppavume ennudaya role maadal	1	Positive
 @0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!	1	Positive
 Remake of pink movie ah... Apdiye eduthurukeenga... Oru dialogue kooda maarama... But fight scene extra va...	1	Positive
 Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda	1	Positive
 Eduthu vainga Da adutha Oscar ah ASURAN Ku.	1	Positive
 I miss you ishwarya rai madam	1	Positive
 Mass  Dhanush  manju  vetri	1	Positive
 Thalaivaaaaaaa.......  Ungaluku vayase aaakathu. Nee mattum thaa Thlaiva mass. Massuke Boss.	1	Positive
 THALA 6O ku aavathu atleast pre announcement pannunga	1	Positive
 Aptilam nadakkathu nadakka kudathu fire on eyes thala	1	Positive
 Amam eppa puthu trailer poduvingo. .. 1960 mgr kala thu padama. .. Re release panna poran gala. ..	1	Positive
 Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz	1	Positive
 Entha padathalaum vivazya pirachana solraga pola oh my God	1	Positive
 Kaithi ye evlo mass ah iruku na  Thalapathy 64?	1	Positive
 adra sakka... thalaivaa ... marana mass.. adi thool.... Petta Pongal...... Petta Parrakk.....	1	Positive
 Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum	1	Positive
 1:55 for some #THALA & #THALAPATHY fans	1	Positive
 Please make thalapathy 64 like kaithi visuals	1	Positive
 Nothing to say ....just goosebumps #thalarasigai	1	Positive
 Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga....	1	Positive
 1:38 to 1:50 yenna swag pa thala. Thala pola varuma ? FDFS from Karnataka.	1	Positive
 Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga	1	Positive
 Saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. #Tharam	1	Positive
 మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదు.ఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది.	1	Positive
 Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu	1	Positive
 Marana mass thalaiva   Ungalukku innu vayasu agale	1	Positive
 Intha padam kantippa win pannum but rajinikaga illa Shankar kaga  avaroda talent kaga ...	1	Positive
 Oru oru scenum goosebumps ahh iruku petta parak🤘🤘like podunga trailer pathu goosebumps anuvanga	1	Positive
 Vijaya vallu movies teesthunnaraa inkaa wow	1	Positive
 #NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting	1	Positive
 petta movie atta flop old man sotta boy	0	Negative
 Ena Da bomma Padam eduthu vachirukeenga	1	Positive
 Semma vera level . Like hits	1	Positive
 pink movie in hindi .final dialouge superrrr.	1	Positive
 chinna pulla thanamaala irukku graphics! XD XD	1	Positive
 Rajini sir telugu fans hit a like here ? Rajinified	1	Positive
 O my God superstar Rajinikanth, navajuddin siddiki, vijay setupati , what else needed	1	Positive
 Marvel paruppu thanni+DC uppu+tamil masala + kick kadugu + krissh vengayam thakkali = hero sambar	1	Positive
 Bayama irukku I except more but I feel sad :(	1	Positive
 Sethupathi kaga wait panravangalam Kai thoongunga	1	Positive
 TAMIL MOVIE 2.O  KING IN INDIA   WONDER  SUPER STAR AN  SANKAR'S MASS MOVIE	1	Positive
 1st day 1st show poravanga like potuttu ponga	1	Positive
 Sprb shradha srinath done a good job	1	Positive
 Ennoda phone ah yaaralum control panna mudiyadhu... Akshay Kumar ah tension aayiduvan idhu hang aguradha paathu...	1	Positive
 Rajini kanth. Fans hit like here	1	Positive
 Kola gaadula iruka... Thalaivaaaaaaaa waiting layea veri aaguthey	1	Positive
 Get... Ready..sk. Force.. Part 2. Part 3. Varavaipomaaaaaa...	1	Positive
 Omg .. use head phones Enna bgm da saami ..	1	Positive
 Petta  uthikum visvasam hit agum	1	Positive
 ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum...	1	Positive
 Those VFX Nalla illa daaaw guys.. Idhu trailer dhaan maa Main picture is coming  #2.0 #Marana_Mass	1	Positive
 vera level thala  u r rock	1	Positive
 Lokesh kanagaraj movie naalae.... English Rap....Song vandurum	0	Negative
 What a trailer ya vera level la iruku...yow karthi subburaj pinnida ya awesome awesome	1	Positive
 Thalada all India  Thala kottai	1	Positive
 Indha Kalatholo Siva Karthikeyan Nadike Mudiyadhu	1	Positive
 Evano indha video ku dislike button amuka vandhurundha odiru 🤣 kolaa kaandu la irukan kollama vida matan	1	Positive
 Mujhe kuch samajh sirf VFX tu achh hai hai Lekin utna dam nahi jitna zero ka trailer me hai	4	not-malayalam/tamil
 Title card bgm vara level nu soluravuga like pl	1	Positive
 Rijini sir nadichirukaru Rompa nalaiku piragu.. sema treatuuuuu	1	Positive
 Thala nkp kaga wait panravan like panunga	1	Positive
 Climax la judge kathiyeh heart attack shethuduvaaraah	1	Positive
 Samajh mai kuch  nahii aaya bas ajeet sir k liye poora trailer dekha	4	not-malayalam/tamil
 Mokka palaya film sayal niraya irukku....	1	Positive
 Mokka ah irukkum nu confirn pannittenga	1	Positive
 12hours 5m view s  600k like s NKP	1	Positive
 Thala   U1  Bgm	1	Positive
 Surya thambi karthi poii karthi oda anna tha surya airuchuu	1	Positive
 Now you are lying lying lying. Thala mass	1	Positive
 Namaku thevayanathu nammatha adichi vaanganum...  masssssssss	1	Positive
 Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan	1	Positive
 Common thala fans 1m likes varanum	1	Positive
 Yeppo million like aagum nu pakka wait pannittu irruka .	1	Positive
 That Bike is a Modified Duke 200	1	Positive
 Last dialogue semma...🥰🥰 Thala Tucker doi...	1	Positive
 Abhay deol	1	Positive
 thala veriyans. Maddum oru like poddu vidunga bro.	1	Positive
 Starting Looks like king liar Malayalam movie	1	Positive
 Good morning Guys  Kaalaila Ezhunthathum Trailer Paakka Vanthavangala Like Podunga	1	Positive
 Enna Da views ivlo kammiya iruku romba nerama	1	Positive
 Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha!?	1	Positive
 Ethir paartha alavu ila .. sadness	1	Positive
 Sema... Thala merattal.... Movie eppo paaka poromnu romba aarvama irukku... Thala...	1	Positive
 Ena ipa Trending la varuthu thalaivar eh	1	Positive
 Karthi annaaaa vera level acting	1	Positive
 National award ah , askar ah ?/... Dhanush fanz like	1	Positive
 Padam peru #Sangathamizhan Producer yaru na #BharathiREDDY :/  What an irony!	1	Positive
 Anirudh bgmmmmmm Bang bang bang  Petttaaaa paaaraaaaaak	1	Positive
 Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven....Thalaivar forever	1	Positive
 Viswasam Jan 14 thaane? Clash aavathu ninaikkiren.	1	Positive
