text	label	category
ena da nadakuthu inga epaa sathiyamaa edir pakatha trailer totally unimaginable trailer thalivar	1	Positive
1 43 thala da by thalapathy fan	1	Positive
sun picture best or vijay tv best sp best na dislike pannuga vijay tv best na like pannuga	1	Positive
hey makkalay yaaru darbar motion poster announcementku apram vantheenga	2	unknown_state
last dialoge thala fans ungalukkuta iam vijay fan trailer super	1	Positive
hollywood range la iruku padam kandipa blockbuster hit semma story	1	Positive
but ore oru varutham ennana sunday release pannirukkalam yesterday aavathu announcement pannirukkalam	1	Positive
semma style rajini sir is back	1	Positive
my dear thala ahh semma gethu	1	Positive
idduke 500 va tarlam kolla mass	1	Positive
movie savadi vera level poo thalaivar thalaivar thaa mass	1	Positive
super thalaiva semma mass intha movie blockbuster thaan fdfs poravanga like pannunga	1	Positive
92k views 132k likes fraud	1	Positive
3 minute trailor vida thil irukkaa bollywood la panranga tamila mudiyuma	1	Positive
dai ranjit nee idha parthu film eduka kathuko	1	Positive
trailer fast ah podu ana background la main bgm illaye fyt ku varadhinga da unmaiya tha slura	1	Positive
superb vivek mervin pinnitinga ponga ungalukagave padam pakanum	1	Positive
viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu	1	Positive
1 36 thaa enna look u daa saami that bgm lit	1	Positive
guyzz 1m likes vara varaikum vitraadheenga	1	Positive
padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya	1	Positive
velraj sir thalaivana mass a kamchirukaru vera level u	1	Positive
u1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran u1 kaaga kandipa paakanum	1	Positive
iam vijay fan kerala and iam waiting super star s petta	1	Positive
oh my god it s rajini for you	1	Positive
0 52 thala looka apdiyae vechurkaru pa without audio la paata thalaikum ivrukkum vityasam teriyathu	1	Positive
dai yaaru da antha 36k apadi enna da enga thala mela ungaluku gaandu	1	Positive
love u thalaivaa avangala aarani anastasia s alabama and anastasia s	1	Positive
iam sk fan aanaa trailer semma	1	Positive
wow padam tharu mara iruka poguthu this pongal petta diwali	1	Positive
sema mass marana mass tha i love rajini	1	Positive
800k likes varavareku nanu thungamatte nenaikiravage like podunge	1	Positive
damn im a proud chiyaan vikram fan	1	Positive
enna panna porom sweet sapda porom	1	Positive
entha kannada naiyai ennum tamilnattil erunthu anupalaiya	0	Negative
vaa thalaiva via diwali mass ur movie bikil out	1	Positive
veralevel performer dhanush sir	1	Positive
no means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala	1	Positive
super akshay sir i love u sir	1	Positive
looks like he will set screen on fire	1	Positive
ninga vena yenkuda classah passah suthla aana yen massu yennanu teriyathulla	1	Positive
it s pink with ajith kumar ka chutiyapa	1	Positive
rmba sandhosama irukku thala ipdi suspense movie la nadichadhu and rlz kaga waiting	1	Positive
villaina mass aa kattallayea so sad villain mass aa iruntha thaa movie mass aa irukkum	1	Positive
trailer vera level athana da aamai kunjugala	1	Positive
yenda padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga	1	Positive
nambakita kadu iruntha vangikuvanunga kasu iruntha puduingikuvanunga padipa mattum pudungavey mudiyathu chidambaram	1	Positive
1 20 to 2 29 marana mass	1	Positive
thalapathy 64 villan ku oru like podu	1	Positive
no 1 trending yellarum idha thana ketutu irundhinga	1	Positive
dhanush fans hit like here	1	Positive
e adicha copy da ithu ellam avan seyal movie	1	Positive
like so much thala from ap pawankalyan anna fans	1	Positive
yellaam super but nawazudin voice mattum nalla illa	1	Positive
wow i love you thalaivaa	1	Positive
thala kola waiting eppo yaa release panna poringa	1	Positive
vaalum theivam ajith kumar manitha kadavul ajith kumar sokka thangam ajith kumar en uyirai kaakum ajith kumar ulaga uthaman ajith kumar	1	Positive
ethukku ethellam vvs rajini murugan mari comedy movie pathuttu entha movie pakka mudiuma	1	Positive
comment box pakka vantha like podunga	1	Positive
thalaivar varuvaru sure aa adippaaru	1	Positive
who else are here after sarkar movie	1	Positive
dialogues ah illama mass scenes la pesirukalaam	1	Positive
pongal namalukku super collection ma	1	Positive
ennada pittalatama irruku views 51k but likes 99k va	1	Positive
thalaivaa ippa enna panna porom sweet sapda porom	1	Positive
i am thalapathi fan but thalapathi ku apram karthi anna va than pidikum intha diwali enaku double treat	1	Positive
yuvan bgm kola mass thalaiva marana waiting for valimai	1	Positive
thalaivar ku ennum vaisae agala sema	1	Positive
kaithi blockbuster movie bigil abhi tak hit bhi nhi huvi	1	Positive
ippa enna panna poram sweet sapada porom super awesome	1	Positive
thala u1 yuvan shankar raja mass	1	Positive
shakthiman fans kill the like button	1	Positive
1 53 ant man ah pottu hope pottu polakra adhe smack	1	Positive
screen presence la ungala adichukka vera evanum illa thala	1	Positive
vera level movie vasool nkp	1	Positive
vera level acting thalaivar mass s pakka mass sry petta mass ss	1	Positive
sahoo 12 million nkp innu 9 million tha	1	Positive
senseless movie just video game	1	Positive
thala fans saarbaaga motion poster vendum adhe	1	Positive
rajinikanth sir is my favorite hero says arr	1	Positive
kadaram kondan vs saaho i m waiting	1	Positive
0 35 0 55 sec woww	1	Positive
last dialogue suit for all fans	1	Positive
thala fans hit like me	1	Positive
edho sadhi nadakudhu pa inum trending la varala	1	Positive
kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga	1	Positive
shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga	1	Positive
dai bahubali 1 2 kelambu kelambu	3	Mixed_feelings
pink bollywood but like ajit kumar	1	Positive
comedy ya erukku ithukku billa pandi ok	1	Positive
vs anna semma epavum pola neega vera level	1	Positive
kk chiyan vikram in kadaram kondan best wishes	1	Positive
1 34 enna paarva da idhu goosebumps guaranteed	1	Positive
marana marana marana sirapana tharamaana padam	1	Positive
thala look sema mass nu soldravanga mattum oru like podunga	1	Positive
vanthathu vanthuteenga thala fans ellarum like potutu ponga	1	Positive
enada pandey news ah vittutu cinema la nadikuran	1	Positive
ena da bgm ithu yuvann rockss	1	Positive
1st like vijay fanss hit likes	1	Positive
ex police cop become a prisoner	3	Mixed_feelings
trailer late ah parthu miss pannavanga ippo happy ah	1	Positive
nazawuddin siddiqui in pettai tharamana mudivu	1	Positive
oru pakkam bigil bigil anil kunjugalin alaparaikal	0	Negative
super yaru nu keta chinna kulandhai um solum maestro of style	1	Positive
dhanush indha padathula ethana pera vetunarunu yarachum therinja solunga	1	Positive
vijay sethupathi fans hit like here	1	Positive
aiyo enaku ipave thalaya padathula pakanumnu eruku	1	Positive
thalaa u1 again rock	1	Positive
petta telugu la illea missing in tollywood	1	Positive
story match kaakapoinaa konni konni shots sukumar rangasthalam laaga ne undhi choodataniki	2	unknown_state
telugu thala fan s hit likes	1	Positive
ennada 10m views ku 5th day laye ivlo mukkudhu nu solra bot anil p pasangala no bots no visay	1	Positive
akshay kumar as shiva kumar	1	Positive
siripu vantha oru like podunga	1	Positive
teaser la iruntha yedho onnu trailer la missing aana ithuvum nalla than irukku	1	Positive
maran waiting la panavendam poi saavunga ajith fans	1	Positive
dhanush fans sarbaga padam vetri adiya valthukal	1	Positive
sweet sappuda porom sweet saputtu apdiye ethavthu karama viswasam sappuduvom	1	Positive
pazhaya rajinikanth ah paatha feeling pa	1	Positive
maranam mass uh maranam petta athukku avar thaa poranthu varanum thalaivar	1	Positive
neraya neraya neraya neraya neraya what a performance voice vera level	1	Positive
ithan diwali fight semme kartik story value va hero value r nu	1	Positive
dhanush fans oru like potutu ponga	1	Positive
pink but like for ajith	1	Positive
beginning of satyayuga end of kaliyuga	1	Positive
dhanush sir ku ella get up um set aagudhu	1	Positive
inimal sun networkla petta promo poda start panniduvaanga	1	Positive
neraya neraya neraya neraya neraya what a powerful voice	1	Positive
thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu thala takkarudoi	1	Positive
krish movie mask mathiri erukku pa	1	Positive
chiyaan vikram sir vera 11	1	Positive
ethe maari ennamo padam pathaa maatiye eruke	1	Positive
thala thanta thalaiya minja evanta	1	Positive
2 0 late a vanthalu latest a vanthurukku	1	Positive
thatha ku jodiya paatis padam nalla irrukum pola	1	Positive
199 padappa vali now 2019 petta viswasam	1	Positive
bigil satham ketta ella kaithiyum amaithithan	1	Positive
confirm 1m likes varumnu soldravange like podunge machanzz	1	Positive
happy new year thalaivar padam mass kata pothu	1	Positive
thala vera level maas u1 bgm ultimate	1	Positive
yenda thala enga thala ya vada dislike panni irukkenga	1	Positive
dai youtube trending la podu da	1	Positive
sam c s vera level ya un bgm	1	Positive
thala vera level n yuvan bgm semmee	1	Positive
thala endru sollada thalai nimirndhu nillada vanthudaruda en thala ippa vangada kena	1	Positive
are u a virgin girls kani kazhiyama irukingala	1	Positive
thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa	1	Positive
all the best karthi and lokesh kanakaraaj	1	Positive
romba naaluku aparam thalaivar sema massa pakurom get rajinified	1	Positive
indha aala ennadhan veruthaalum on screenla paakka solla indha aalu style la vilundarom	1	Positive
enna mari veetuku theriyama ippa trailer parkuravanga yaravadhu irukeengala	1	Positive
mavena edhavadhu haters irundha odi poiru kola kandula irukkaen padam paakama vidamataen	0	Negative
elam girls um trailer ah patha maari movie ya kandipaa parungaa	1	Positive
3ena da 300 spartan s bgm la varuthu	1	Positive
i am kamal sir fanzz but i like 2 0 trailer waiting fr 2 0 movie	1	Positive
vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam	1	Positive
viswasam teaser vartum nama side la irnthu oru sambavam panuvom	1	Positive
intha padatha pathe aakanum thalaivaa aa	1	Positive
kris s movie pola irukkunu yaarukkavadu feel aahircha	1	Positive
viswasam trailer 7k like 1 4 m like thala fans like tha trailer	1	Positive
ada dei nama sambatha da dei	1	Positive
nvp voda recorda break pannanum solravanga like pannunga	1	Positive
movie pathutan semma mass a irukku music la vera leval	1	Positive
marana mass thala i am waiting	1	Positive
intha padathula gethu mass kaatra thalaya nadikala intha padathula intha naatoda indraiya unmaiya solra ajith kumar ah nadichirkaaru stopwomenabuse	1	Positive
vayase aagala pa ena effort chanceless	1	Positive
thala yada dialogue delivery sema mass vera level goosebumps overloaded	1	Positive
gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuu	1	Positive
vaera level thala summa na podathiga mokka seenu eppa naerkonda parvai is coming soon	1	Positive
vayasanalum unga style azhagum innum marala thalaiva roxkzz	1	Positive
matha actor la vera level na nii top level thalaivaa	1	Positive
enna panna porom sweet sapda porom petta paraak	1	Positive
dislike pota ealarum lusu p__	0	Negative
vena padama release pannathinga pakka mudiyala	1	Positive
thala bloods ellaarum oru like podunga	1	Positive
real rajnikant or dupe amazingly young	1	Positive
deepavali ku vera level padam irukku pakka kaithi deepavali	1	Positive
aiyo thala marana mass thala love you so much thala	1	Positive
thla da u1 bgm	1	Positive
intha padampothu thalaya asaikka kooda mudiyathu	1	Positive
nkp 30 million views varum solravaga thala fans hit like button 2million like	1	Positive
subscribe here enjoy gari maya ra sath dinu hola nogen	1	Positive
inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga	1	Positive
super super super super star rajini sri good	1	Positive
mind blowing ipo paarunga therikka vitudalam	1	Positive
idhupola vetradhu kuthradhulam pls kaamikadhinga screen la padatha paathuthaan paadhi samudhayam kedudhu all the best for the team	1	Positive
semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala	1	Positive
king of kollywood one only thala thala thala thala thala thala thala	1	Positive
marana mass thalaiva hollywood deractor la vaya polaka poranugga	1	Positive
thala mass but court room perusa irundhurkalam	1	Positive
you kena tunggu lebih lama lagi untuk tahu saya	4	not-malayalam/tamil
idhu padam da ommla enna padam da i saw 2 shows back to back vera level	1	Positive
pakkaa message pola thalaivaa we are waiting	1	Positive
thalapathy kku evlo mass irukka pootho thalapathy64 lokeshkanagaraj	1	Positive
tamil nadimarke oru puthiya velluvilliakkumoo manju chechiudea puthiya entry	1	Positive
nammaku tevaiyanada namma taan adichi vaanganum padipa mattum nammakitta irundu edutuka mudiyathu	1	Positive
ennayya namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth	1	Positive
last dailog inga like podunga	1	Positive
super star is super star v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v nice trailer i really love it	1	Positive
1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam	1	Positive
naanum thalavar rasigan than enakku akshaya kumar performance than pudichi irukku thalavara dummy ah aakitanaga ama vai illa ya	1	Positive
you tube crash ho gaya kitna time ho gaya hai bhut sahi	4	not-malayalam/tamil
vera level sk bro keep going huge	1	Positive
oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa	1	Positive
last dialague semma rasikanuku advice pannitaru thala super thala	1	Positive
super pa thalapadhy rasigar saarba vaalthukal	1	Positive
thala ena thala ketta mass ah irukiyae	1	Positive
thambi naanga 19 hourslaya 11m neenga yaaru da komali	1	Positive
appo kabaliee na nerupuda eppo robot na chitti 2 o version	1	Positive
waiting 1m likes and 15m views	1	Positive
vayasu analum unga style um alagum innum ungala vitu pogala old time rajni ah pakaramariye iruku	1	Positive
kaithi thane daw intha diwali ku	1	Positive
ada aamaigala 1m like kooda varlaya aamai ajith	1	Positive
realy trailer marana massa iruku iam waiting petta	1	Positive
you re line line line ithu mari neriya neriya neriya neriya padatthula irukum pola iam waiting	1	Positive
simion sir enga irrukinga sekiram vanga	1	Positive
wow 10 mill ns views	1	Positive
back to back super blockbuster movies first 2 0 then petta rajnikanth is just amaazing	1	Positive
hatters dislike pannunalum asuran movie kku award confirm by pure dhanush anna fan	1	Positive
dislike pannravan ratham kakkai saavan	1	Positive
i am waiting for nerkoonda paarvai	1	Positive
vijay vera vera vera vetakaran taan da venumm ajith nerya nerya nerya nerya nerya	1	Positive
thala pathi thappaa cmnt panura kuchikari movanlaam odirunga	1	Positive
dislike panavan oruthanuku poruthuruka maatan poogada	1	Positive
dei kadisiya style dance ah parunga da ayyo sema thalaiva cuteness charisma fight sequel banged comeback	1	Positive
darbat 50k comment varanum 800k like varanum view 40 million varanum	1	Positive
shaktiman madri next comedy punda aga poren sakadai kelavan	0	Negative
thalaya screen la parka yarellam marana waiting comment pannunga thala rathangale	1	Positive
vada chennai jaygiromo illayo motha sanda seiyanum asuran namaku theva yanatha nambha tha adichi vanganum	1	Positive
wow trailer marana waiting diwali ku	1	Positive
entha trailer best nu pakalam like asuran cmnt kaapan	1	Positive
comments parka vandha padika vandha nanba nanbigal like pannitu pooga	1	Positive
thala thaan eppavume ennudaya role maadal	1	Positive
0 38 it s superstar rajini not rajni spelling mistake	1	Positive
remake of pink movie ah apdiye eduthurukeenga oru dialogue kooda maarama but fight scene extra va	1	Positive
neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda	1	Positive
eduthu vainga da adutha oscar ah asuran ku	1	Positive
i miss you ishwarya rai madam	1	Positive
mass dhanush manju vetri	1	Positive
thalaivaa ungaluku vayase aakathu nee mattum thaa thlaiva mass massuke boss	1	Positive
thala 6o ku aavathu atleast pre announcement pannunga	1	Positive
aptilam nadakkathu nadakka kudathu fire on eyes thala	1	Positive
amam eppa puthu trailer poduvingo 1960 mgr kala thu padama re release panna poran gala	1	Positive
oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa sema thala love from thalapathy fanzz	1	Positive
entha padathalaum vivazya pirachana solraga pola oh my god	1	Positive
kaithi ye evlo mass ah iruku na thalapathy 64	1	Positive
adra sakka thalaivaa marana mass adi thool petta pongal petta parrakk	1	Positive
maranam mass uh maranam tough tharanum athukku avan thaan poranthu varanum	1	Positive
1 55 for some thala thalapathy fans	1	Positive
please make thalapathy 64 like kaithi visuals	1	Positive
nothing to say just goosebumps thalarasigai	1	Positive
mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga	1	Positive
1 38 to 1 50 yenna swag pa thala thala pola varuma fdfs from karnataka	1	Positive
enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga	1	Positive
saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu tharam	1	Positive
sethu anna voice thalaivar entry kolla gaandu la irukan epo varum oh nu	1	Positive
marana mass thalaiva ungalukku innu vayasu agale	1	Positive
intha padam kantippa win pannum but rajinikaga illa shankar kaga avaroda talent kaga	1	Positive
oru oru scenum goosebumps ahh iruku petta parak like podunga trailer pathu goosebumps anuvanga	1	Positive
vijaya vallu movies teesthunnaraa inkaa wow	1	Positive
nerkondapaarvai superb thala pesura yella dialogues kum avar kan simtave ella vera level acting	1	Positive
petta movie atta flop old man sotta boy	1	Positive
ena da bomma padam eduthu vachirukeenga	1	Positive
semma vera level like hits	1	Positive
pink movie in hindi final dialouge superr	1	Positive
chinna pulla thanamaala irukku graphics xd xd	1	Positive
rajini sir telugu fans hit a like here rajinified	1	Positive
o my god superstar rajinikanth navajuddin siddiki vijay setupati what else needed	1	Positive
marvel paruppu thanni dc uppu tamil masala kick kadugu krissh vengayam thakkali hero sambar	3	Mixed_feelings
bayama irukku i except more but i feel sad	1	Positive
sethupathi kaga wait panravangalam kai thoongunga	1	Positive
tamil movie 2 o king in india wonder super star an sankar s mass movie	1	Positive
1st day 1st show poravanga like potuttu ponga	1	Positive
sprb shradha srinath done a good job	1	Positive
ennoda phone ah yaaralum control panna mudiyadhu akshay kumar ah tension aayiduvan idhu hang aguradha paathu	1	Positive
rajini kanth fans hit like here	1	Positive
kola gaadula iruka thalaivaa waiting layea veri aaguthey	1	Positive
get ready sk force part 2 part 3 varavaipomaa	1	Positive
omg use head phones enna bgm da saami	1	Positive
petta uthikum visvasam hit agum	1	Positive
enpt release agalanu kavala illa aurathanamana asuran varuthu adhu pothum	1	Positive
those vfx nalla illa daaw guys idhu trailer dhaan maa main picture is coming 2 0 marana_mass	1	Positive
vera level thala u r rock	1	Positive
lokesh kanagaraj movie naalae english rap song vandurum	0	Negative
what a trailer ya vera level la iruku yow karthi subburaj pinnida ya awesome awesome	1	Positive
thalada all india thala kottai	1	Positive
indha kalatholo siva karthikeyan nadike mudiyadhu	1	Positive
evano indha video ku dislike button amuka vandhurundha odiru kolaa kaandu la irukan kollama vida matan	1	Positive
mujhe kuch samajh sirf vfx tu achh hai hai lekin utna dam nahi jitna zero ka trailer me hai	4	not-malayalam/tamil
title card bgm vara level nu soluravuga like pl	1	Positive
rijini sir nadichirukaru rompa nalaiku piragu sema treatuu	1	Positive
thala nkp kaga wait panravan like panunga	1	Positive
climax la judge kathiyeh heart attack shethuduvaaraah	1	Positive
samajh mai kuch nahii aaya bas ajeet sir k liye poora trailer dekha	4	not-malayalam/tamil
mokka palaya film sayal niraya irukku	1	Positive
mokka ah irukkum nu confirn pannittenga	1	Positive
12hours 5m view s 600k like s nkp	1	Positive
thala u1 bgm	1	Positive
surya thambi karthi poii karthi oda anna tha surya airuchuu	1	Positive
now you are lying lying lying thala mass	1	Positive
namaku thevayanathu nammatha adichi vaanganum mass	1	Positive
deepawali kala katta pothu bigil kaithi sanga thamizhan	1	Positive
common thala fans 1m likes varanum	1	Positive
yeppo million like aagum nu pakka wait pannittu irruka	1	Positive
that bike is a modified duke 200	1	Positive
last dialogue semma thala tucker doi	1	Positive
abhay deol	1	Positive
thala veriyans maddum oru like poddu vidunga bro	1	Positive
starting looks like king liar malayalam movie	1	Positive
good morning guys kaalaila ezhunthathum trailer paakka vanthavangala like podunga	1	Positive
enna da views ivlo kammiya iruku romba nerama	1	Positive
dai mokka vetri mara unaku yethrathamanna kathaiyee eduka theriyatha	1	Positive
ethir paartha alavu ila sadness	1	Positive
sema thala merattal movie eppo paaka poromnu romba aarvama irukku thala	1	Positive
ena ipa trending la varuthu thalaivar eh	1	Positive
karthi annaa vera level acting	1	Positive
national award ah askar ah dhanush fanz like	1	Positive
padam peru sangathamizhan producer yaru na bharathireddy what an irony	1	Positive
anirudh bgmm bang bang bang pettaa paaraak	1	Positive
inga rajini ya pathi mattum comment pannunga nan vijay sethupathika papen aniruthuka papen apdina adichu underwearoda oda vituven thalaivar forever	1	Positive
viswasam jan 14 thaane clash aavathu ninaikkiren	1	Positive
trailer la vidya balan missing why	1	Positive
sangar sangar ra etha movie direct pannala	3	Mixed_feelings
i think sivakarthickku hero getup set aagala trailer is good but movie average pogumnu ninaikiravanga like pannuga	1	Positive
ajith sir t h a l a	1	Positive
arjun sir looking very smart and handsome	1	Positive
attention thala fans indha padam block buster aaguradhukkuu neega dhaan theater ku pooi thalai ku periya flex katout vaikanumm	1	Positive
20 times ku mela pathavanga like podunga	1	Positive
i am big for illaya super star dhanush	1	Positive
simran rajinikanth vijay sethupathi	1	Positive
lagta hai main doreman ka cartoon dekh raha hoon	4	not-malayalam/tamil
i phone vs android nu ninaikiren	1	Positive
trailer la nallathan da irukku padam mokkaiya illama iruntha sari	1	Positive
innoru vakkil rangaraj pandey dhana avaru	1	Positive
ini jenmathhuku meethane hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates ela padamum ini adhapathi daan	2	unknown_state
thala seekirom theatre ku va thala ennala wait panna mudiyala	1	Positive
marana mass ungaluku vayasu aanalum andha style apadiye iruku thalaivaa	1	Positive
u kena tunggu lebih lama lagi untuk tahu saya kita sedang menunggu untuk chiyan	4	not-malayalam/tamil
you kena tunggu lebih lama lagi untuk tau saya	4	not-malayalam/tamil
kamala kalasa en thlaivan dance mass ah	1	Positive
sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga 5 thaiyal enaku	0	Negative
thala da i love u thala	1	Positive
super super super super star	1	Positive
mmm 100 times this video see	1	Positive
thalaivarea kaalioda aatatha neenga kaatitinga ini thooku thurai oda alaparaiya naalaiku 1 30 ku paapinga	1	Positive
nanga late ahh vandhalum latest ah varuvom	1	Positive
sema anna lv u karthi anna	1	Positive
how many of you life rajini	1	Positive
waiting for judgement day nerkonda paarvai trailer marana mass thalaa	1	Positive
ippo yana pana poram sweet sapada poram love you thalavaa	1	Positive
sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu	1	Positive
the last part vikram says you kena tunggu lebih lama lagi untuk tau saya	4	not-malayalam/tamil
paa more thaan hollywood range excited to have watch over it	1	Positive
like icon ah terika vidalama thala blood s	1	Positive
yow songs epo ya viduvinga bgm verra level thala_forever	1	Positive
thaka fans ah iru dha like poduga	1	Positive
kerala fans like here	1	Positive
thala un rasiganu solla santhsama karvama irukku	1	Positive
pandey and thala argument super thala nadakakuduthu	1	Positive
1 5m views in 60min	1	Positive
2020 fulla un thiruvizha tha dhaunsh anna	1	Positive
yan daa like podrathu easy nu unga ishtathukku ethuku like athuku comment nu podringlaa ethellaam oru polappu	1	Positive
mana thalvair epaime gethuda sema inda pongal	1	Positive
indias pride shankar sir team	1	Positive
gud morning thala bloods enna nanba readya viswasam trailerku senja sambavatha vida sirapaa siyanum	1	Positive
unga nalla manasuku epayum vettri than thala ungaluku phinix bird thala nenga vizhamattinga	1	Positive
1 million likes kondu varanum keep share thala bloods	1	Positive
oru channel la sona marie pana matingala daa dei	1	Positive
1 53fight scene kola mass vera level	1	Positive
yuvan bgm	1	Positive
1m like varathu pola nalaki kuda sethu	1	Positive
nee nadigan enpadhukaga un rasigar illa nalla manithan	1	Positive
oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa sema thala	1	Positive
intha maari movie tamil cinema la vanthathu ila 100 movie vanthurukum da	1	Positive
dei yennada marvel maari kondu varinga	1	Positive
not bad any way karthik flop agama iruka	1	Positive
waiting thalapathy 64 lokesh kanagaraj	1	Positive
trending no1 thala youtube king thala	1	Positive
vera levelu thalaivar always i love thalaivar	1	Positive
ajith acting matha movie la ellam nalla irunthathu but nerkonda parvai trailer romba mokkaya tha iruku	1	Positive
romba naalaiku apuram oru rajini padam	1	Positive
sexy shradhaa ava unmeyave virgin ille avala poyi kekera kelveeya adhe	0	Negative
semma mass chiyan vikram sir i am waiting	1	Positive
enga thala stzit parvaila avar gethana kuralila summa kalakuraru pa thala da	1	Positive
surya vathu mairavathu nethan than thalaiva nadipin arakkan	1	Positive
unlike pandravan ellam saman thukie seeman group	1	Positive
naa trailer ah thalaivar kaga pakka varala vj sethu anna kaga than pakka vandhurukken	1	Positive
lokesh kanagaraj fans leave a like	1	Positive
superstar rajnikaant nahi akshay kumar hai title theek karo movie walo	4	not-malayalam/tamil
trending la naanga thanada no 1	1	Positive
