id	text	category	newtext	label
ta_sent_37	Nice  But pesura dialogue onnum puriyala romba unnipa ketka vendieruku... Music over loaded	Positive	Positive  Positive Positive Positive Positive Positive Positive unnipa ketka vendieruku Positive Positive Negative 	1
ta_sent_38	Ajith fans reaction  Kaithi movie director Next Thalapathy movie yoda director  Nalla irukunu sollalama ila mokkanu sollalama🤔🤔🤔  Billa pandi hitunu soli otikalam	Positive	Positive Positive Mixed_feelings  Positive Positive Positive Positive Positive Positive Positive Positive  Positive Positive sollalama Positive mokkanu sollalama  Mixed_feelings Negative hitunu Positive otikalam 	1
ta_sent_39	complete mass trailer Vera level pantanga	Positive	Positive Mixed_feelings Positive Positive Positive pantanga 	1
ta_sent_40	Enna NKP theme song maari irruku	Positive	Positive Positive Negative Positive Positive Positive 	1
ta_sent_41	33k dislikes Hiphop aadhi na fans🤣	Positive	Positive Positive hiphop aadhi Positive Positive 	1
ta_sent_42	#Nerkondaparvai padam citizen,vidhi  padathirkku piragu oru arumayana  Court scene ah irukkumunnunnu  பட்சிசொல்லுது	Positive	Positive Positive citizenvidhi  padathirkku Positive Positive arumayana  Positive Positive Positive irukkumunnunnu   	1
ta_sent_43	hindi me release nehi hogi ka	not-malayalam/tamil	Positive Positive Positive not-Tamil not-Tamil Positive 	4
ta_sent_44	Karthi sir ahhh puthusaaa pakara mathiri iruku	Positive	Positive Positive ahhh puthusaaa Negative Positive Positive 	1
ta_sent_45	Marana mass karthi broo ninga vera level	Positive	Positive Mixed_feelings Positive Positive Positive Positive Positive 	1
ta_sent_46	Ultimate star ajithkumar vera level thala	Positive	Positive Positive Positive Positive Positive 1Positive 	1
ta_sent_47	Thalaivar Samma chance sea illa pa	Positive	Positive Positive Positive sea Positive Positive 	1
ta_sent_48	1:29...Sarkar. Ennana theriyela ellam padathalayum villain thookiye aavanuma?	Positive	Positive Positive theriyela Positive Mixed_feelings Positive thookiye aavanuma 	1
ta_sent_49	Virgin pasanga ellam oru like ah podungo	Positive	Positive Positive Positive Positive Negative Positive Positive 	1
ta_sent_50	Ulaga varalatru nayagan DHANUSH rasikan da	Positive	Positive varalatru Positive Positive Positive Positive 	1
ta_sent_51	Manju  chechi  ...fans  like adi....	Positive	Positive  Positive  Positive  Negative Positive 	1
ta_sent_52	Dhanush anna super teejay anna veum super	Positive	Positive Positive Positive Positive Positive veum Positive 	1
ta_sent_53	Padam vera level a irukum pola	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_54	Thala lam oru allu punda  Poda pitta badu	Positive	1Positive Positive Positive Positive Negative  Positive pitta Negative 	1
ta_sent_55	2 Million likes and views adikirom nu solra thala veriyargal like eh podunga	Positive	 Positive Positive Positive Positive adikirom Positive Positive 1Positive Mixed_feelings Negative Positive Positive 	1
ta_sent_56	Climax dialog vera level ellam fans kum porunthum	Positive	Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_57	30m view varunu solluravinga mattum likes podunga	Positive	Positive Positive Mixed_feelings solluravinga Positive Positive Positive 	1
ta_sent_58	unnam yaar yaar laam thoogama trailer paathutu irukinga like pannuga	Positive	unnam Positive Positive Positive thoogama Positive Positive Positive Negative Positive 	1
ta_sent_59	Ameedap sir yellam thandi poitinga Thala mirattalana performance.	Positive	ameedap Positive Positive Positive Mixed_feelings 1Positive mirattalana Positive 	1
ta_sent_60	Kaithi vera level Karthi anna Yepovamaa mass	Positive	Positive Positive Positive Positive Positive yepovamaa Mixed_feelings 	1
ta_sent_61	Arjun Sir Waiting Ungala Screen La Parkuradhukku Rmba Day Aprm HeroVa Pannirukkinga 🤗Vanga Sir Vanga	Positive	Positive Positive Positive Positive Positive Positive parkuradhukku Positive Positive Positive Positive pannirukkinga Positive Positive Positive 	1
ta_sent_62	# Court la ippudillam kaththa kudathu Mr. vandu #Kaduppethurar my load	Positive	 Positive Positive ippudillam unknown_state Positive Positive Positive kaduppethurar Positive load 	1
ta_sent_63	Trailer parthutu verii yethitu irukavaga like pannuga	Positive	Positive Positive Positive yethitu irukavaga Negative Positive 	1
ta_sent_64	sathyama soldren adichii underware oda oda vittruven mannam pona tirumbi varadhu pongal paraak nanga than rajini than geathu	Positive	Positive Mixed_feelings adichii underware Positive Positive vittruven mannam Positive tirumbi Positive Positive Positive Positive Positive Positive Positive geathu 	1
ta_sent_65	Paka thana pora intha Kaali oda aatatha....	Positive	Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_66	Nee vaa...diwaliku unna meet panren...by bigil verithanamana veriyan	Positive	Positive vaadiwaliku Positive unknown_state panrenby Positive Positive Positive 	1
ta_sent_67	Indha padatha copynu solli evanum case podalaya da	Positive	Positive Positive copynu Positive Positive Mixed_feelings podalaya Positive 	1
ta_sent_68	Vadachennai ku aprom oru come back pa	Positive	Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_69	Chiyan vikram fanse from kerala	Positive	Positive Positive fanse Positive Positive 	1
ta_sent_70	Thalaivar eippavum mass than.. Sirapana pongal eruku.. Am waiting thailavaa.	Positive	Positive eippavum Mixed_feelings Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_71	O:12sec lifestyle logo in tamil..See  in hindi trailer no logo..	Positive	osec lifestyle Positive Positive tamilsee  Positive Positive Positive Positive Positive 	1
ta_sent_72	Hit like for Vijay Mama Oombu fans  katharals	Negative	Positive Negative Positive Positive Negative oombu Positive  Negative 	0
ta_sent_73	Trailer la Rajini illainu feel panravanga Like  Pannunga	Positive	Positive Positive Positive Positive Positive Positive Negative  Positive 	1
ta_sent_74	Siva vera level transformation  intriguing trailer	Positive	Positive Positive Positive Negative  intriguing Positive 	1
ta_sent_75	Dhanush intha padathula nadikkavae theriyala, vazhlthuru karuya	Positive	Positive Positive Positive nadikkavae Positive vazhlthuru karuya 	1
ta_sent_76	Athana haters um odi poidunga , illa adichi underwear oda vitruvom	Positive	Positive Positive Positive Positive Positive  Positive Positive Positive Positive Negative 	1
ta_sent_77	Ayya rajini avargale arasiyal ungalukku vendam..	Positive	unknown_state Positive avargale Positive Positive Positive 	1
ta_sent_78	Siva va Rombha scene ah illama iruntha nalla irukkum	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_79	Rajini sir semma style ah irukaru... mass ....	Positive	Positive Positive Positive Positive Positive Positive Mixed_feelings  	1
ta_sent_80	Any thala fan's here means like panuga pakala  because I am thala fan	Positive	Positive 1Positive Positive Positive Positive Negative Positive Positive  unknown_state Positive Positive 1Positive Positive 	1
ta_sent_81	irukku diwalikku sarvedi irukku pakka kaithi	Positive	Positive unknown_state sarvedi Positive Positive Positive 	1
ta_sent_82	Hindi me kab aayegi ye movie	not-malayalam/tamil	Positive Positive not-Tamil not-Tamil Positive Positive 	4
ta_sent_83	Innum konjam expect panninen. But not. Bad ajith innum konjam adhikama mass kattalam  Hardcore vj fan from Srilanka	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Mixed_feelings Mixed_feelings Positive  not-Tamil Positive Positive Positive Positive 	1
ta_sent_84	1st trailer ra compare pannala entha trailer la music lack la  erruku nu nanakan......	Positive	Positive Positive Positive Positive Mixed_feelings Positive Positive Positive Positive lack Positive  Positive Positive nanakan 	1
ta_sent_85	Chiyaan getup mass nu solravanga like podunga	Positive	Positive Positive Mixed_feelings Positive Positive Negative Positive 	1
ta_sent_86	Thalapathy vijay fans ...here ..hit like ...nanba nanbigal	Positive	Positive Positive Positive Positive Positive Negative Positive unknown_state 	1
ta_sent_87	Aowseome fellim super star is king hero in India tala tala dhan da	Positive	aowseome fellim Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_88	Bollywood ki pink movie ka remake	Positive	Positive not-Tamil Positive Positive Positive Positive 	1
ta_sent_89	Thalaen nenkonta panrvai indian cinemavai thinaraadikum .....	Positive	thalaen nenkonta panrvai Positive cinemavai thinaraadikum  	1
ta_sent_90	Vijay sethupathi fans like ah podunga	Positive	Positive Positive Positive Negative Positive Positive 	1
ta_sent_91	BATMAN 🦇 Fans Hit Like here	Positive	Positive  Positive Positive Negative Positive 	1
ta_sent_92	102k views 152k likes vera level	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_93	pandey enna naduvula enthiruchu enthiruchu kathittu irukaapla	Positive	Positive Positive Mixed_feelings enthiruchu enthiruchu kathittu irukaapla 	1
ta_sent_94	Ommala Oru pundaium puriyala enna Sunny ithu	Positive	Positive Positive pundaium Positive Positive sunny Positive 	1
ta_sent_95	Marana sambavam iruku... Asuran kandippa blockbuster tha	Positive	Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_96	Meanwhile Sivakumar to Akshay Kumar: en inam ada nee	Positive	Positive Positive Positive Positive Positive Positive inam Positive Positive 	1
ta_sent_97	Namba Pullaingo yella Ipo ingatha erupanga. Thalapathy 64 Director la	Positive	Positive pullaingo Positive Positive ingatha Positive Positive  Positive Positive 	1
ta_sent_98	Oru Manisana  azhichidalam, avanudaiya sinthanaiyaium sitthanthathaium yaralum azhikka mudiyathu..  Lovely both of   Suyama sinthikka therinjavanga ellarume HERO than.	Positive	Positive manisana  azhichidalam avanudaiya sinthanaiyaium sitthanthathaium Positive Positive Positive  Positive Positive Positive   Positive sinthikka Positive Positive Positive Positive 	1
ta_sent_99	Ethana naalaiku Tha #Thala ah Mass ah ve pakurathu.. konjam class ah Vu papom	Positive	Positive Positive Positive 1Positive Positive Mixed_feelings Positive Positive Positive Positive Positive Positive vu Positive 	1
ta_sent_100	Enna gethu enna style super thala da	Positive	Positive Positive Positive Positive Positive 1Positive Positive 	1
ta_sent_101	from 1:10...rahman and shankar sir mark..	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_102	Dei Namma aalu Vijay sethupathi irukkida. Mutheeeeiiiii	Positive	Positive Positive Positive Positive Positive irukkida mutheeeeiiiii 	1
ta_sent_103	Super aana thala kku set aakale	Positive	Positive Positive 1Positive Positive Positive aakale 	1
ta_sent_104	Pakka mass  namba MAKKAL SELVAN VIJAY SETHUPATHY..	Positive	Positive Mixed_feelings  Positive Positive Positive Positive Positive 	1
ta_sent_105	Vijay sethupathi Ku screen time trailer la yen kamiya iruku ? 🤬	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive   	1
ta_sent_106	Marana waiting  for DARBAR pongal	Positive	Positive Positive  Positive unknown_state Positive 	1
ta_sent_107	Trailer to bakvas laga kuch pata nahi chal raha he. Only fighting hi dikhai de rahi he	not-malayalam/tamil	Positive Positive bakvas not-Tamil not-Tamil unknown_state not-Tamil not-Tamil not-Tamil Positive Positive fighting not-Tamil dikhai not-Tamil not-Tamil Positive 	4
ta_sent_108	Aisa Lagta Hai pink ki copy hai ya movie	not-malayalam/tamil	Negative not-Tamil not-Tamil Positive not-Tamil Positive not-Tamil Positive Positive 	4
ta_sent_109	Love you Thalaiva	Positive	Positive Positive Positive 	1
ta_sent_110	Mass anna dhanush like fans	Positive	Mixed_feelings Positive Positive Negative Positive 	1
ta_sent_111	Pure bharat ka no.1 hero chiyan Vikram	Positive	Positive bharat Positive Positive Positive Positive Positive 	1
ta_sent_112	Osm trailer 🤩 2019 best trailer Bigil🤩 Hero🤩	Positive	Positive Positive   Positive Positive Positive Positive 	1
ta_sent_113	2:01 kola kandu la iruken mavaney kollama Vida maaten....semma	Positive	 Positive Positive Positive Positive Positive Positive Positive maatensemma 	1
ta_sent_114	Vishvasam trailer pathutu thirumba Itha pakuravanga like pannunga	Positive	Positive Positive Positive Positive Positive Positive Negative Positive 	1
ta_sent_115	indha diwali bigil pola. kaidhi dhan.	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_116	Over build up venam venam...kabalai maari	Positive	Positive Positive Positive Positive venamkabalai Positive 	1
ta_sent_117	Rajini fans!!! Bobby simhna fans!!! Vijay sethupathi fans!!!! Simran fans!!! Trisha fans!!!! Sasi kumar fans!!!!! Nawazuddin Siddiqui  fans!!!!  Clicklike	Positive	Positive Positive Positive simhna Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive  Positive  clicklike 	1
ta_sent_118	Akshay Kumar Sara rock amazing look	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_119	Kaithi padam paathutu vanthu trailer paakravanga like	Positive	Positive Positive Positive Positive Positive Positive Negative 	1
ta_sent_120	No body can replace you sir. ‍	Positive	Positive Mixed_feelings Positive unknown_state Positive Positive  	1
ta_sent_121	1:55 - To all THALA - THALAPATHY fanzz   That dialogue !! 🥰🥰🥰🥰	Positive	  Positive Positive 1Positive  Positive Positive   Positive Positive   	1
ta_sent_122	Oruthar mela viswasam katradhunaala Innoruthara ya asingam paduthringa Hadsoff thala	Positive	Positive Positive Positive katradhunaala Positive Positive Positive Positive hadsoff 1Positive 	1
ta_sent_123	Ellarum attendence podalam how many members eppo trailer pathutu irukenga Hit like ...	Positive	Positive Mixed_feelings Positive Positive Positive Positive Positive Positive Positive Positive Positive Negative  	1
ta_sent_124	vjs anna samma mass trailer... so cute vjs anna	Positive	Positive Positive Positive Mixed_feelings Positive Positive Positive Positive Positive 	1
ta_sent_125	Allready ippa thaan kala and 2.0 la ungala paarthoam so udanevaa ,Konjam gap vidungga ,paarkka boar adikkuthu ...	Positive	allready Positive Positive Positive Positive  Positive Positive paarthoam Positive udanevaa Positive gap vidungga Positive boar adikkuthu  	1
ta_sent_126	Wait until seeing full movie don't put negative comments...	Positive	Positive until Positive Positive Positive Positive unknown_state Positive Positive 	1
ta_sent_127	Silurkkuthu udambula innum padam yepti irukka pogutho .marana mass verithanam	Positive	silurkkuthu udambula Positive Positive yepti Positive Negative Positive Mixed_feelings Positive 	1
ta_sent_128	sama sama sama thala last dialogue nachunu eruku.lovely voice for Ajith.	Positive	Positive Positive Positive 1Positive Positive Positive Positive erukulovely Positive Positive Positive 	1
ta_sent_129	Just amazing thalaivaaaaaaaaaa  ARR sir u r that Best  ( BGM )	Positive	Positive Positive thalaivaaaaaaaaaa  Positive Positive Positive Positive Positive Positive   Positive  	1
ta_sent_130	neraya neraya neraya neraya neraya neraya what a voice semma.	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_131	Marana waiting for ner konda paarvai fdfs ku	Positive	Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_132	Marana masss luv you Thala Yuvan magical BGM VERALEVEL 0.46 BGM theriiiii 1.44 Thala paarvai killer	Positive	Positive masss Positive Positive 1Positive Positive Positive Positive Positive  Positive theriiiii  1Positive Positive not-Tamil 	1
ta_sent_133	Evlo naal tha Diwali kku unga Vijay ae varuvaruu   Intha yr Diwali enga anne  #kaithi   Naaanga thaa	Positive	Positive Positive Positive Positive Positive Positive Positive Positive varuvaruu   Positive not-Tamil Positive Positive Positive  Positive   naaanga Positive 	1
ta_sent_134	Iruku Diwali Ku Tharamana Sambavam onnu iruku	Positive	Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_135	Pink trailer-14 Milion with 80k likes Nerkondaparvai-17 Milion views with 850k likes	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_136	Bollywood ki Pink movie jaisi lag rhi h	not-malayalam/tamil	Positive not-Tamil Positive Positive not-Tamil not-Tamil not-Tamil Positive 	4
ta_sent_137	Kilavanukku Verum guest role. Lots of court dialogue scenes, ivanukku tamil tadumarrum. Distributors mulichu kitta seri	Positive	kilavanukku Positive Positive Positive Positive Positive Positive Positive Positive ivanukku Positive tadumarrum Negative mulichu Positive Mixed_feelings 	1
ta_sent_138	Ennagada trailara release pannittiga.....ok thala good mve choose panni irukkaru	Positive	unknown_state Negative Positive pannittigaok 1Positive Positive Positive Positive Positive Positive 	1
ta_sent_139	Unbelievable trailer paatha 75 per cent people ku mela like panni Irukkaanga ... Dir . Lokesh sir	Positive	Positive Positive Positive  Positive cent Positive Positive Positive Negative Positive irukkaanga  Positive  Positive Positive 	1
ta_sent_140	anirudh fans hit like here	Positive	Positive Positive Positive Negative Positive 	1
ta_sent_141	Dai sombu thukki vm unaku than antha dialogue proud to be an beriyarist (theruncbu thanda thappa type panni irrukan)	Positive	Positive Positive thukki Negative Positive Positive Positive Positive Positive Positive Positive Positive beriyarist theruncbu Positive Positive Positive Positive unknown_state 	1
ta_sent_142	I think tapsee did better job	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_143	Idhu thai pongal illa... pettayila nadakkum pongal.... indha pongalukku rajini kuda sweet sapuda poram...	Positive	Positive Negative Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_144	0:09 epadi mela vantha nu . Mela irukaravana pathu thana keka mudiyum ???	Positive	 Positive Positive Positive Positive  Positive irukaravana Positive Positive Positive Positive  	1
ta_sent_145	Anirudh ji sirappana tharamana bgm ji🤙🤙🤙	Positive	Positive Positive Positive Positive Positive Positive 	1
ta_sent_146	vikram anna mass theyrikuthu trailar vera level	Positive	Positive Positive Mixed_feelings theyrikuthu Positive Positive Positive 	1
ta_sent_147	Pullingo.... gethi  ayya.... saami..... Bigiloda  pls   kaithiya vidatheenga ...🤣🤣🤣🤣🤣	unknown_state	unknown_state gethi  unknown_state Positive Positive  Positive   kaithiya vidatheenga  	2
ta_sent_148	Sivaji kku birahu Pakka Rajini movie...All time blockbuster  aaha VAALTHUKKAL	Positive	Positive Positive birahu Positive Positive movieall Positive Positive  Positive Positive 	1
ta_sent_149	1m likes kooda oomba mudila   Fan base matter	Positive	Positive Positive Positive Negative Positive   Positive Positive matter 	1
ta_sent_150	43k haters ungaluku ela tamilisai mathiri dha pondatti varuva	Positive	Positive Positive Positive Positive tamilisai Positive Positive unknown_state Positive 	1
ta_sent_151	Normal ah than iruku over ah laam illa expect panra aalavuku onum illa	Positive	Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive aalavuku Positive Positive 	1
ta_sent_152	Lokesh kanagaraj screen play Vera level bro .....	Positive	Positive Positive Positive Positive Positive Positive Positive  	1
ta_sent_153	youtube ah hang ayidichi ithu thaanda thala yoda gethu	Positive	Positive Positive Positive ayidichi Positive Positive 1Positive Positive Positive 	1
ta_sent_154	Power rangers padam patha Madri iruke 🤔	Positive	Positive Positive Positive Positive Positive Positive  	1
ta_sent_155	Kola kandla iruken movne kollama vidamaten super thalaiva	Positive	Positive kandla Positive movne Positive Positive Positive Positive 	1
ta_sent_156	Thala dialogue delivery vara level marana waiting NKP movie	Positive	1Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_157	Ithu enga Pallathur la edutha padam	Positive	Positive Positive pallathur Positive Positive Positive 	1
ta_sent_158	Pongal Ku intha trailer mattumae pothum polayae. Kola mass Thalaivar	Positive	Positive Positive Positive Positive mattumae Positive Negative Positive Mixed_feelings Positive 	1
ta_sent_159	Dialogues , BGM, Danush acting, Vetrimaran Padam <3	Positive	Positive  Positive Positive Positive Positive Positive  	1
ta_sent_160	Pink  but nerkonda paarvai 200	Positive	Positive  Positive Positive Positive  	1
ta_sent_161	Sivakarthikeyan fans ayittulla malayalikal like here	Negative	Positive Positive ayittulla Negative Negative Positive 	0
ta_sent_162	അസധോമ സദ്ഗമയാ .thala adv.lal Krishna is loading..	Positive	  1Positive advlal Negative Positive Positive 	1
ta_sent_163	Pullingo likes bigil, men like kaidhi	Positive	unknown_state Positive Positive Positive Negative Positive 	1
ta_sent_164	Thalaivar vantha vudane meluguvathi anaiyutu appo seeman out haaaaaaa	Positive	Positive Positive Positive meluguvathi anaiyutu Positive Negative Positive haaaaaaa 	1
ta_sent_165	Thalapathy kaaa... I am waiting	Positive	Positive kaaa Positive Positive Positive 	1
ta_sent_166	Yaru lam valimai movie kku wait panringa	Positive	Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_167	oruthar mela viswasam katrathukkaga innoruthara asinga paduthaathinga ....&1:37 thala ultimate	Positive	Positive Positive Positive katrathukkaga Positive Positive paduthaathinga  1Positive Positive 	1
ta_sent_168	Talaiva super ... super ... super	Positive	Positive Positive  Positive  Positive 	1
ta_sent_169	Vera vera level thala..  Yuvan is back..	Positive	Positive Positive Positive 1Positive  Positive Positive Positive 	1
ta_sent_170	Vijay Sethupathi Fans Hit like	Positive	Positive Positive Positive Positive Negative 	1
ta_sent_171	Style mannan...... Wow.......super star........paakurom intha kalliyoda aatatha.....peta ....	Positive	Positive Positive wowsuper starpaakurom Positive kalliyoda aatathapeta  	1
ta_sent_172	Next Diwaali 2020 Namma Thala Diwali Than Kola Waiting	Positive	Positive diwaali  Positive 1Positive Positive Positive Positive Positive 	1
ta_sent_173	Fight scene sema masss ah irukum	Positive	Positive Positive Positive masss Positive Positive 	1
ta_sent_174	Padippu Mattum Eduthukudave Mudiyathu Sidhambaram....Slang and Dialogue...super	Positive	Positive Positive eduthukudave Positive sidhambaramslang Positive dialoguesuper 	1
ta_sent_175	final dance vj tv ennama ramar mathiriye iruku	Positive	Positive Positive Positive Positive Positive ramar Positive Positive 	1
ta_sent_176	Indian best director  sankar baru superb......	Positive	Positive Positive Positive  Positive baru Positive 	1
ta_sent_177	Visel parakada video like plees tamizan	Positive	visel parakada Positive Negative plees tamizan 	1
ta_sent_178	Haaaa...... Mass!!! Marana mass rasichu direct pani irukaru Karthi. Rajini so smart and stylish.	Positive	haaaa Mixed_feelings Positive Mixed_feelings rasichu Positive Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_179	Maranam massu maranam adhuku avar dhan porandhu varanum...	Positive	Positive Positive Positive Positive Positive Positive Positive Positive 	1
ta_sent_180	Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan	Negative	Positive Negative pottha Negative Negative nigala Negative Positive mathynga Positive Negative Positive 	0
ta_sent_181	Vaanga da vaanga da vaaanga da thaalaaaa	Positive	Positive Positive Positive Positive vaaanga Positive thaalaaaa 	1
ta_sent_182	Kaithi na likes podunga   Bigil na dislike pannuga	Positive	Positive Positive Positive Positive   Positive Positive Positive Positive 	1
ta_sent_183	Omg! THALA 🥰 Last dialogue 'oruthanga mela viswasam katrathuku,  inoruthara ethuku asinga paduthiringa'. Simply H. Vinoth writings	Positive	Positive 1Positive  Positive Positive oruthanga Positive Positive Positive  Positive Positive Positive Positive Positive Positive Positive writings 	1
ta_sent_184	Oruthar mela nenga #Viswasam Katurathuku innoruthara Ae Asinga PADUTHURIGA....   Thala nega vera level 🤙🤙🤙	Positive	Positive Positive Positive Positive katurathuku Positive Positive Positive Positive   1Positive Positive Positive Positive  	1
