50mb	Positive
50thu	Positive
50times	Positive
51	Positive
514k	Positive
51k	Mixed_feelings
52	Positive
52k	Positive
53	Positive
530k	Positive
53fight	unknown_state
54	not-Tamil
546k	unknown_state
55	Positive
5500	Negative
550cr	Mixed_feelings
55k	unknown_state
56	unknown_state
560k	Positive
56k	unknown_state
57	Positive
57k	Mixed_feelings
58	unknown_state
580k	Positive
58k	Positive
58mins	unknown_state
59	Positive
592k	Mixed_feelings
5days	unknown_state
5hours	Positive
5hr	Positive
5k	Positive
5m	Positive
5million	Positive
5min	unknown_state
5mins	Positive
5star	Positive
5th	Positive
6	Positive
60	Positive
600	unknown_state
600k	Positive
607k	unknown_state
608k	unknown_state
60k	unknown_state
60kum	Positive
60min	Positive
6100	Mixed_feelings
610k	Positive
61k	unknown_state
62k	Positive
63	Positive
635k	Positive
636	Mixed_feelings
638k	Positive
63k	Positive
64	Positive
645k	Positive
64k	unknown_state
653k	Mixed_feelings
663	Positive
664	Positive
66k	Positive
67	Positive
68	Positive
681k	Positive
69	Positive
691k	Positive
692	Positive
695	Positive
696	Positive
697	Positive
699	Positive
69k	Positive
6m	Positive
6o	Positive
6pm	Positive
6th	Positive
6to	Mixed_feelings
7	Positive
70	Positive
700	Positive
700k	unknown_state
701	Positive
70k	Mixed_feelings
70yrs	Positive
713k	Mixed_feelings
719k	Positive
71k	Positive
72	Mixed_feelings
720	Positive
720p	Negative
721k	Positive
725k	Positive
73	Mixed_feelings
730k	Negative
731	Positive
734	Positive
738k	Positive
73k	Positive
74	Positive
74k	Positive
75	Positive
750	Positive
751k	Positive
756	Positive
757	Positive
75k	unknown_state
75x	Positive
76	Mixed_feelings
761	Positive
762	Positive
765k	Positive
76k	Positive
771k	Positive
775k	Positive
776	Positive
776k	Positive
77k	Positive
780k	Positive
7845831280	Negative
786	Positive
788	Positive
791k	Positive
794k	Positive
7hrs	Mixed_feelings
7k	Negative
7m	Positive
7millon	Positive
8	Positive
80	Positive
800	Positive
800k	Positive
801k	Positive
804k	Positive
805k	Positive
80k	Positive
80s	Positive
8102	not-Tamil
811k	Positive
812k	Positive
81k	Mixed_feelings
820	Positive
821k	Positive
82k	Mixed_feelings
831k	Positive
840k	Positive
844k	Negative
850k	Positive
851k	Positive
879k	Mixed_feelings
87k	Mixed_feelings
88	Negative
88k	Positive
89k	Mixed_feelings
8k	unknown_state
8m	Positive
8th	Positive
9	unknown_state
90	Positive
900	Positive
90`s	Positive
90kids	Positive
90s	Positive
91866800975	Negative
91k	Negative
92	Mixed_feelings
92k	Positive
93	Positive
94	Mixed_feelings
96	unknown_state
9700	unknown_state
974825	Positive
9789082241\r	Positive
97k	Mixed_feelings
98k	Negative
99k	Mixed_feelings
9k	Positive
9m	Positive
[layer]	Mixed_feelings
\	Positive
\r	not-Tamil
^	Positive
``oruthar	Positive
a	Positive
aa	Positive
aab	not-Tamil
aachea	Positive
aachi	Positive
aachu	unknown_state
aachupetta	Positive
aadaakudathu	Mixed_feelings
aadakudaathu	Positive
aadakudathu	Positive
aadatha	unknown_state
aadathaa	Negative
aadchi	Negative
aaddaththa	Positive
aaddu	Mixed_feelings
aadey	Positive
aadi	Positive
aadithya	Positive
aado	Positive
aadukalam	Positive
aadukalatla	Positive
aadum	Positive
aadumbodhu	unknown_state
aadunga	Positive
aaduthuka	Positive
aaduvom	Positive
aadvik	Positive
aaga	Positive
aagaam	Positive
aagadha	Positive
aagadhu	Mixed_feelings
aagala	unknown_state
aagama	Positive
aagamale	Positive
aagamatingudhu	Positive
aaganum	unknown_state
aagatha	Mixed_feelings
aagathu	Positive
aagathuda	Positive
aagathuu	Positive
aagavey	Positive
aagaya	not-Tamil
aage	Mixed_feelings
aagelaanu	Positive
aagi	Positive
aagida	Positive
aagiduchu	Positive
aagidum	Positive
aagirukkum	Positive
aagita	Negative
aagitaaru	Positive
aagitaro	unknown_state
aagudha	Positive
aagudhu	Positive
aagum	unknown_state
aaguma	Positive
aagumnu	Positive
aagunum	Positive
aaguradhukku	Positive
aaguradhukkuu	Positive
aaguthey	Negative
aaguthu	unknown_state
aaguttum	Positive
aagya	not-Tamil
aah	Positive
aaha	Positive
aahathu	Negative
aahi	Positive
aahircha	Positive
aahiten	unknown_state
aahm	Positive
aahudhu	Positive
aai	Negative
aaidichu	Positive
aaikat	not-Tamil
aairchu	Positive
aairuchu	Positive
aairuku	Positive
aairukuna	Positive
aaitan	Positive
aaite	Mixed_feelings
aaj	not-Tamil
aaka	Positive
aakalaya	Positive
aakanum	Positive
aakathu	Positive
aakathuna	Mixed_feelings
aakave	Positive
aaki	Positive
aakidunga	Positive
aakikonga	Positive
aakitanaga	Negative
aakiteengala	Negative
aakke	Negative
aakko	Positive
aakum	Positive
aakumnu	unknown_state
aakurangaloonu	Negative
aakuthu	unknown_state
aal	unknown_state
aala	not-Tamil
aalaparaigal	Negative
aalapogiran	Positive
aalaya	Positive
aale	unknown_state
aalea	Positive
aaley	Positive
aalu	unknown_state
aalukku	Positive
aaluku	Positive
aalunga	unknown_state
aalungala	Positive
aalungaluku	Mixed_feelings
aam	Positive
aama	Positive
aamaai	Negative
aamai	Positive
aamaians	Positive
aamaigala	Mixed_feelings
aamaiinnu	Negative
aamais	Negative
aamaiyan	Positive
aamaiyans	Positive
aamaiz	Negative
aamayans	Negative
aambalakkoottam	Positive
aamiayans	Positive
aamigala	Negative
aana	Positive
aanaa	Positive
aanaal	Negative
aanaalum	Positive
aanadhuki	Mixed_feelings
aanal	Positive
aanalum	Positive
aanantha	Positive
aanathu	Negative
aanathum	Positive
aanavanga	Positive
aanavanka	Negative
aanazhagan	Positive
aanda	Negative
aandavaa	Positive
aandavar	Mixed_feelings
aandugal	Positive
aane	Positive
aangalum	Positive
aangila	not-Tamil
aankhen	Negative
aann	Mixed_feelings
aanna	Positive
aanu	Positive
aap	not-Tamil
aapdilam	Positive
aapko	not-Tamil
aappadi	Positive
aappu	Positive
aapu	Positive
aara	Positive
aarambam	Positive
aarambichadu	Positive
aarambichutaanga	Mixed_feelings
aarambika	Positive
aarambikudhu	Positive
aarani	Mixed_feelings
aarempem	Mixed_feelings
aari	not-Tamil
aarr	not-Tamil
aarukka	Positive
aarvama	Positive
aasa	Positive
aasaa	Positive
aasai	unknown_state
aasaiyum	Positive
aasapadraah	Positive
aasapaduran	Negative
aasapaduringa	Positive
aasinga	Mixed_feelings
aasingam	Positive
aasirvaadham	Positive
aass	Positive
aasuran	Positive
aata	not-Tamil
aatadha	Positive
aatam	Positive
aatatha	Positive
aatchay	Negative
aatha	Positive
aathaadi	Positive
aathadi	Negative
aathatha	Positive
aathi	Positive
aathigam	Positive
aathoo	Negative
aathu	Positive
aathuku	Positive
aati	not-Tamil
aatm	unknown_state
aattaathee	Positive
aattam	Positive
aattatha	Positive
aattathe	Positive
aatthii	Positive
aavaanga	Positive
aavalootu	Positive
aavanumnu	Negative
aavathu	unknown_state
aavinga	Negative
aavudu	Positive
aavuthu	Positive
aaya	not-Tamil
aayega	Positive
aayegi	not-Tamil
aaygi	not-Tamil
aayi	not-Tamil
aayidichaa	Mixed_feelings
aayidum	Mixed_feelings
aayiduvan	Mixed_feelings
aayira	Negative
aayo	Positive
aayt	not-Tamil
ab	not-Tamil
abah	not-Tamil
abaliyaa	Negative
abass	Positive
abba	Positive
abdul	Positive
abhay	Positive
abhey	Mixed_feelings
abhi	not-Tamil
abhirami	Negative
abhishek	not-Tamil
abhishekambarish	not-Tamil
abi	Positive
abinaya	Positive
abirami	Positive
abiya	Positive
aboorva	Positive
about	unknown_state
above	Positive
absolutely	Positive
absoulet	Positive
abundance	Positive
abuse	Positive
accept	Positive
accha	not-Tamil
account	Positive
acha	not-Tamil
achaa	not-Tamil
achchi	Negative
ache	Positive
achh	Mixed_feelings
achha	not-Tamil
achi	Positive
achieve	Positive
achu	unknown_state
achunu	Mixed_feelings
aclass	Positive
act	Positive
acting	Positive
actio	Positive
action	Positive
actions	Positive
activated	Positive
active	Positive
actn	Negative
actor	Positive
actorku	Positive
actors	Positive
actpanirukaru	Positive
actre	Positive
actress	Positive
actually	Positive
ad	Positive
ada	Positive
adaa	Positive
adaadadadaa	Positive
adaar	unknown_state
adadaa	Mixed_feelings
adadadaa	Positive
adae	Mixed_feelings
adaei	Mixed_feelings
adai	unknown_state
adaii	Mixed_feelings
adaiya	Positive
adaki	Positive
adakka	Positive
adakudathuu	Mixed_feelings
adakumurai	Negative
adanga	Positive
adangaatha	Positive
adangappa	Positive
adanguvanunga	Positive
adapaveegala	Mixed_feelings
adappainggela	Positive
adatha	Positive
adathu	Positive
adavadi	Positive
aday	Positive
adaya	Positive
adcheka	Positive
adchi	Positive
add	unknown_state
adda	Positive
addadance	Positive
addichi	Positive
addict	Positive
addicted	Positive
adeg	Positive
adei	Positive
adeii	Positive
adengapa	Positive
adengappa	Positive
adey	Mixed_feelings
adha	unknown_state
adhaan	Negative
adhan	Positive
adhanala	Mixed_feelings
adhanaladhan	Positive
adhane	Mixed_feelings
adhapathi	unknown_state
adhe	Positive
adheayeah	unknown_state
adhibuthisalinga	Positive
adhichu	Positive
adhiga	Positive
adhigaaram	Mixed_feelings
adhigam	Positive
adhigama	Positive
adhigmaa	Positive
adhikama	Mixed_feelings
adhil	Negative
adhira	Positive
adhiradi	Positive
adhirudhu	Positive
adhirudu	Positive
adhitgama	Positive
adhu	Positive
adhukkey	Negative
adhukku	Positive
adhukkulla	Positive
adhuku	Positive
adhula	Negative
adhunala	Positive
adhunalladhaan	Mixed_feelings
adhurudhu	Positive
adhurudhula	Positive
adhurudu	Positive
adhuthu	Positive
adhuu	Positive
adhuvae	Mixed_feelings
adhuvum	Positive
adi	Positive
adicchitaanga	Negative
adich	Positive
adicha	Positive
adichan	Mixed_feelings
adichathuku	Positive
adichavange	unknown_state
adiche	unknown_state
adichi	Positive
adichika	Positive
adichikadhinga	Mixed_feelings
adichirkaru	Mixed_feelings
adichirukkan	Negative
adichirukkeenga	Positive
adichitanpa	Mixed_feelings
adichithuku	Positive
adichittu	Negative
adichitu	Negative
adichu	Positive
adichuka	Positive
adichukiradhu	unknown_state
adichukka	Positive
adichukkathukku	Positive
adichukoanga	Positive
adichutan	Positive
adicirukigaleda	Positive
adigam	Positive
adigama	Positive
adii	Positive
adika	Positive
adikaavechtangalaee	Positive
adikadi	Negative
adikala	Positive
adikanulla	Positive
adikanum	not-Tamil
adikanumna	Positive
adikapothu	Positive
adikara	unknown_state
adikararu	Positive
adikareenga	Positive
adikidhey	Mixed_feelings
adikira	Positive
adikirenga	Positive
adikk	unknown_state
adikka	Positive
adikkaa	Positive
adikkala	Positive
adikkalaya	Positive
adikkam	Positive
adikkama	Negative
adikkan	Positive
adikkanum	Positive
adikkum	Positive
adikla	unknown_state
adiknum	Positive
adikraam	Positive
adikum	Positive
adikunnadhu	Negative
adikura	Negative
adikuradha	Positive
adikuringa	Mixed_feelings
adikuringala	Mixed_feelings
adikurome	Positive
adila	Positive
adimai	Positive
adimayaga	Negative
adimy	Positive
adinga	Negative
adipan	Positive
adipattavanka	Negative
adipen	unknown_state
adipoli	not-Tamil
adipom	Negative
adippaaru	Mixed_feelings
adippadai	Negative
adippom	Positive
adirindhi	Mixed_feelings
adirudula	Positive
aditchi	Positive
adithooll	Positive
adithu	Positive
adithya	Positive
aditya	not-Tamil
adiya	Positive
adiyaa	Positive
adiye	Positive
admin	Positive
admk	Negative
adodjadi	Mixed_feelings
adopt	Positive
adra	Positive
adraa	Positive
adraaru	Positive
adrenga	Mixed_feelings
adrudhuilla	Positive
adthy	Negative
adu	Positive
aduchu	Positive
aduchukkaa	Positive
aduchuu	Positive
adudda	Positive
adudha	Positive
adukaga	Positive
adukalam	Positive
adukku	Positive
aduku	Positive
adukum	Negative
adule	Positive
adungamaru	Positive
aduran	Positive
adurudu	Mixed_feelings
adushamari	Positive
adutha	unknown_state
aduthan	Negative
aduthathu	Positive
aduthavagala	Positive
aduthavan	Positive
aduthavanga	Negative
aduthavangala	Positive
aduthavanuku	Mixed_feelings
aduthavgala	Positive
aduthu	Positive
aduthuchukka	Positive
aduthuka	Positive
aduthukavey	Positive
aduthukuvanga	Positive
adutta	Positive
aduttha	Positive
adv	Positive
advance	Positive
advertisement	Negative
advice	Positive
advise	Negative
advocate	Positive
advocates	Positive
ae	unknown_state
aedu	Negative
aeira	Positive
aelavu	Positive
aellam	Negative
aemali	Negative
aen	Positive
aendaa	Mixed_feelings
aerum	Negative
aetha	Positive
aethika	Positive
aethikuvom	Positive
aey	Negative
afghanistan	unknown_state
africans	Negative
after	Positive
afternoon	unknown_state
aftet	Positive
aga	unknown_state
agaathu	Negative
agadha	Positive
agadhu	Positive
again	Positive
against	Positive
agala	Positive
agalanu	Positive
agalatheey	Positive
agale	Positive
agama	unknown_state
aganam	Positive
aganoo	Positive
aganum	Positive
agapodhu	Positive
agapokuthu	Positive
agathu	Positive
agaura	Negative
agave	Positive
agayaa	Positive
age	Positive
age18	Positive
aged	Positive
agela	Mixed_feelings
agent	Positive
agetuu	Positive
aghi	Positive
agi	Positive
agidu	Positive
agiduchi	Positive
agidumo	Negative
agigam	Positive
agikidichu	Positive
agikitte	Positive
agila	Negative
agiranum	Positive
agirychu	Mixed_feelings
agiten	Negative
agitu	Positive
agiyum	Positive
agnyaathavasi	not-Tamil
ago	Positive
agr	not-Tamil
agrahara	unknown_state
agramadiri	Mixed_feelings
agree	Positive
agreena	Positive
agry	not-Tamil
agudhu	Positive
agudu	Positive
agula	Positive
agum	unknown_state
aguma	Negative
agumaa	Positive
agumnu	Positive
agumonu	Mixed_feelings
agungo	Positive
agunnu	Positive
aguradha	Mixed_feelings
aguradhuku	Positive
agust	Positive
agutha	unknown_state
aguthu	Positive
aguthunu	Positive
ah	Positive
aha	Positive
ahaa	Positive
ahala	Positive
ahda	Positive
ahead	Mixed_feelings
ahh	Positive
ahiducha	Positive
ahiduvom	Positive
ahimsaya	Positive
ahka	Positive
ahla	Positive
ahm	Positive
ahnalum	Positive
ahppu	Positive
ahtan	Positive
ahvathu	unknown_state
ahyum	Mixed_feelings
ai	Negative
aich	Mixed_feelings
aichu	Positive
aicvrm	Positive
aidich	Mixed_feelings
aiduchii	Negative
aiega	Positive
aigth	Negative
aii	Positive
aiirucha	Positive
aiiyoo	Mixed_feelings
aiiyyoo	Positive
aijth	Negative
aina	not-Tamil
aingal	not-Tamil
aipothunnav	not-Tamil
airuchuu	Positive
aisa	not-Tamil
aise	Negative
aishwarya	Negative
aissa	not-Tamil
aitunu	Positive
aituu	not-Tamil
aiyaiyo	Mixed_feelings
aiyaiyoo	Positive
aiyayo	Positive
aiyo	Positive
aiyoo	Positive
aiyoyoyoyo	Positive
aiyum	Positive
aj	not-Tamil
ajaakunga	Negative
ajakkuku	Negative
ajeet	not-Tamil
ajeeth	Mixed_feelings
ajit	not-Tamil
ajith	Positive
ajithiyanss	Positive
ajithku	Positive
ajithkumar	Positive
ajiththan	Positive
ajithu	Positive
ajithuku	Positive
ajithum	Positive
ajth	Positive
ak	Positive
aka	Positive
akaathaa	Positive
akahay	Positive
akanum	Positive
akapoguthu	Negative
akasay	Positive
akash	unknown_state
akashay	Positive
akathan	unknown_state
akathu	Positive
akhasya	not-Tamil
akhsay	Positive
akiduchu	Negative
akiruju	Mixed_feelings
akiteengalada	Positive
akka	Positive
akkaporukku	Mixed_feelings
akkara	Positive
akki	unknown_state
aksarahasan	Negative
aksekumar	Positive
aksh	unknown_state
akshara	Positive
akshay	Positive
akshaya	Positive
akshaykumar	Positive
akshaykumara	Mixed_feelings
akshey	Negative
akshy	not-Tamil
akshya	Positive
akugada	unknown_state
akum	Positive
akuringa	Positive
akutho	Mixed_feelings
al	Positive
ala	Positive
alaa	Positive
alaavaa	Positive
alabama	Mixed_feelings
alag	not-Tamil
alaga	Positive
alagil	Positive
alagu	Positive
alagum	Positive
alaguu	Positive
alainjavanttea	Positive
alaiyum	Negative
alaka	Mixed_feelings
alakil	Negative
alaku	Positive
alaluku	Positive
alam	Mixed_feelings
alampitinga	Positive
alapara	Positive
alaparai	Mixed_feelings
alaparaigal	Positive
alaparaikal	Negative
alaparaiya	Positive
alaporar	Positive
alappareyum	Positive
alarumm	Positive
alathamuduno	Positive
alauku	Negative
alava	not-Tamil
alave	Mixed_feelings
alavu	Positive
alavukk	Positive
alavukku	Positive
alavuku	Positive
alavula	Positive
alazhii	Positive
albod	not-Tamil
album	Positive
ale	Positive
alea	Negative
alert	unknown_state
aley	Negative
alfred	Positive
alg	Negative
ali	Negative
alicharulam	Positive
alichidalam	Mixed_feelings
aliens	Negative
alika	Mixed_feelings
alikanumnu	Mixed_feelings
alitimate	Positive
all	Positive
alla	Positive
allagum	Positive
allah	Mixed_feelings
allaku	Positive
allam	Positive
allamaakk	not-Tamil
allandu	Negative
alle	Positive
alleyaa	Positive
alli	Positive
alltime	Positive
allu	Positive
alluday	Mixed_feelings
alludhu	Positive
alluthe	Positive
alluthu	Positive
alluthuparu	Positive
alluvitru	Positive
allways	Positive
alnalum	Positive
aloga	Mixed_feelings
alott	Positive
already	not-Tamil
alrumkum	Positive
alsi	Positive
also	Positive
altimate	Positive
alu	Positive
aluga	Positive
alugachi	Positive
alukuni	Negative
alunga	Positive
aluthurupaaru	Negative
aluu	Positive
aluvuku	Positive
aluya	Positive
always	Positive
am	Positive
ama	Positive
amaa	Positive
amaadioo	Positive
amaazing	Positive
amah	Positive
amai	Negative
amaidiya	Mixed_feelings
amaiku	Negative
amais	Mixed_feelings
amaithithan	Negative
amaithiyin	Positive
amaithu	Negative
amaiya	Positive
amam	Negative
amasing	Positive
amass	Positive
amayum	Positive
amazing	Positive
amazingly	Mixed_feelings
ambaliya	Negative
ambassador	Positive
ambbaa	Negative
ambedkar	Positive
ambita	unknown_state
ambrishana	not-Tamil
ambutu	Positive
amebele	Positive
america	Negative
amir	not-Tamil
amirkhan	Positive
amit	Positive
amita	Positive
amitab	unknown_state
amitabh	unknown_state
amitabhachan	Positive
amitabku	Positive
amitav	Positive
amitha	Positive
amithab	Positive
amithabacham	Positive
amithabachan	Positive
amithabajan	Positive
amithap	Mixed_feelings
amithapbachan	Positive
amithp	Mixed_feelings
amma	not-Tamil
ammaa	Positive
ammai	not-Tamil
ammaiyan	Positive
ammanama	Negative
ammava	Negative
ammave	Negative
ammi	Positive
ammodi	Positive
among	Positive
amuka	Positive
amy	Positive
an	Positive
ana	Positive
anaa	Positive
anaan	Negative
anaithi	Negative
anaithu	Positive
anaivarukkum	Positive
anaivarum	Positive
anaiyara	Positive
anajadha	Positive
anakii	Mixed_feelings
anal	Positive
analo	Positive
analum	Positive
anand	Mixed_feelings
anandh	Mixed_feelings
ananuku	Negative
anaru	Mixed_feelings
anastasia	Mixed_feelings
anba	Positive
anbana	Positive
anbariv	Negative
anbu	Positive
anchoring	Negative
and	Positive
anda	Positive
andarver	Positive
andava	Mixed_feelings
anderson	Positive
andha	Positive
andhe	Positive
andhra	Positive
andhraa	unknown_state
andmass	Positive
andra	unknown_state
andrala	Positive
andrapradesh	Positive
andraverda	Positive
andreas	Mixed_feelings
andrever	Mixed_feelings
andrha	Positive
andriya	Positive
android	Positive
andruwarroda	not-Tamil
anegan	Mixed_feelings
anennu	Negative
anfield	Negative
anga	unknown_state
angaali	Positive
angali	Positive
angaya	Positive
angayu	Mixed_feelings
ange	unknown_state
angee	unknown_state
angle	Positive
angoor	not-Tamil
angu	Negative
angutu	Negative
ani	unknown_state
anik	Negative
anikku	Positive
anikunju	unknown_state
anil	Negative
anilandigalukkum	Negative
anilkunjuhal	Negative
anils	Positive
anilu	not-Tamil
anim	Positive
aninga	Positive
anirud	Positive
anirudh	Positive
aniruth	Positive
aniruthuka	Positive
anit	Positive
anivnga	Negative
aniyan	Positive
anjaney	Positive
anjatha	Positive
anji	Positive
ankond	Negative
ankuttu	Negative
anna	Positive
annaa	unknown_state
annah	Positive
annai	Mixed_feelings
annaiki	Negative
annaikku	Positive
annaiku	Positive
annamalai	Positive
annan	Positive
annana	unknown_state
annane	Positive
annaniku	Negative
annannkk	Positive
annanoda	Positive
annante	Positive
annantha	Positive
annanu	Negative
annanuiku	Positive
annanukku	Positive
annanukkuga	Positive
annas	Mixed_feelings
annavukaga	Positive
annavuke	Positive
annavukku	Positive
anne	Positive
annen	Positive
anni	not-Tamil
anniyaan	Positive
anniyan	Positive
anno	Positive
annoce	Positive
announce	Mixed_feelings
announcement	Positive
announcementku	unknown_state
annuga	Positive
annupanum	Positive
anochuga	unknown_state
another	Positive
anrarveroda	Positive
anrume	Negative
ans	Positive
answer	Positive
ant	Mixed_feelings
antha	Positive
anthaa	Negative
anthamaari	Negative
anthar	Positive
anthem	Positive
anthor	Positive
anti	not-Tamil
antu	unknown_state
anu	unknown_state
anupalaiya	Negative
anupulam	Positive
anupunalum	Positive
anupunum	Negative
anuvanga	Positive
any	Positive
anyaayam	Positive
anyama	Negative
anyayam	not-Tamil
anybody	unknown_state
anyone	Positive
anything	Mixed_feelings
anyway	Positive
anyways	Positive
aollravanga	Negative
aollungha	Mixed_feelings
ap	not-Tamil
apa	unknown_state
apadi	Positive
apadilam	Positive
apadingaradala	Mixed_feelings
apadiyae	Positive
apadiyalam	Positive
apadiye	Positive
apadiyea	Positive
apahal	not-Tamil
apalam	Positive
aparam	unknown_state
aparom	Positive
apart	Mixed_feelings
apathan	Positive
apave	Positive
apde	Positive
apdeya	Positive
apdi	Positive
apdiea	Positive
apdila	Positive
apdilam	Positive
apdina	Positive
apdingra	Positive
apdinna	Positive
apdinu	Positive
apdinuu	Positive
apdiya	Positive
apdiyae	Positive
apdiyaeoadi	Negative
apdiye	Positive
apdiyea	Positive
apdiyeh	Negative
apdiyelam	Positive
apdiyellam	Mixed_feelings
apdla	Positive
apdye	Positive
apdyiea	Positive
aphaa	Positive
apidi	Positive
apidinu	Positive
apidiye	Positive
apne	not-Tamil
apni	not-Tamil
apo	Positive
apoorva	unknown_state
apove	Negative
app	not-Tamil
appa	Positive
appaadi	Positive
appada	Positive
appadaa	Positive
appaddi	Positive
appadi	Positive
appadihey	Positive
appadilam	Mixed_feelings
appadina	Positive
appadiya	Negative
appadiyae	Positive
appadiye	unknown_state
appadiyea	Positive
appadiyellam	Positive
appadiyeva	Negative
appahh	Positive
appam	Negative
appan	Positive
appapo	Positive
appappaa	Positive
appappappaa	Positive
apparam	Positive
apparasandigala	Negative
appathan	Positive
appatheriyum	Positive
appava	Positive
appavum	Positive
appavyea	Positive
appdiyae	Positive
appdiye	Positive
appe	Positive
appedilaam	Positive
appidellam	Positive
appidi	Positive
appidiya	Positive
appidiye	Negative
applause	Positive
apply	Positive
appo	Positive
appoa	Positive
appoo	Positive
apporam	Positive
appoum	Positive
appram	Positive
appreciate	Positive
appro	Positive
appu	Positive
appudi	Positive
appuram	Positive
appuramum	Positive
appuravum	unknown_state
apram	Positive
aprama	Negative
aprem	Positive
aprichit	Positive
aprm	unknown_state
aprma	Positive
apro	Positive
aprom	unknown_state
aprum	Positive
apt	Positive
