text	label	category
800k likes varavareku nanu thungamatte nenaikiravage like podunge	1	Positive
damn im a proud chiyaan vikram fan	1	Positive
enna panna porom sweet sapda porom	1	Positive
vaa thalaiva via diwali mass ur movie bikil out	1	Positive
veralevel performer dhanush sir	1	Positive
no means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala	1	Positive
super akshay sir i love u sir	1	Positive
looks like he will set screen on fire	1	Positive
it s pink with ajith kumar ka chutiyapa	1	Positive
rmba sandhosama irukku thala ipdi suspense movie la nadichadhu and rlz kaga waiting	3	Mixed_feelings
villaina mass aa kattallayea so sad villain mass aa iruntha thaa movie mass aa irukkum	1	Positive
trailer vera level athana da aamai kunjugala	3	Mixed_feelings
nambakita kadu iruntha vangikuvanunga kasu iruntha puduingikuvanunga padipa mattum pudungavey mudiyathu chidambaram	1	Positive
1 20 to 2 29 marana mass	1	Positive
no 1 trending yellarum idha thana ketutu irundhinga	1	Positive
dhanush fans hit like here	1	Positive
like so much thala from ap pawankalyan anna fans	1	Positive
wow i love you thalaivaa	1	Positive
thala kola waiting eppo yaa release panna poringa	1	Positive
vaalum theivam ajith kumar manitha kadavul ajith kumar sokka thangam ajith kumar en uyirai kaakum ajith kumar ulaga uthaman ajith kumar	1	Positive
comment box pakka vantha like podunga	1	Positive
dialogues ah illama mass scenes la pesirukalaam	1	Positive
pongal namalukku super collection ma	1	Positive
thalaivaa ippa enna panna porom sweet sapda porom	1	Positive
yuvan bgm kola mass thalaiva marana waiting for valimai	1	Positive
thalaivar ku ennum vaisae agala sema	1	Positive
kaithi blockbuster movie bigil abhi tak hit bhi nhi huvi	3	Mixed_feelings
ippa enna panna poram sweet sapada porom super awesome	1	Positive
thala u1 yuvan shankar raja mass	1	Positive
shakthiman fans kill the like button	1	Positive
vera level movie vasool nkp	3	Mixed_feelings
sahoo 12 million nkp innu 9 million tha	1	Positive
thala fans saarbaaga motion poster vendum adhe	1	Positive
0 35 0 55 sec woww	1	Positive
last dialogue suit for all fans	1	Positive
thala fans hit like me	1	Positive
kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga	1	Positive
pink bollywood but like ajit kumar	1	Positive
vs anna semma epavum pola neega vera level	1	Positive
kk chiyan vikram in kadaram kondan best wishes	1	Positive
1 34 enna paarva da idhu goosebumps guaranteed	3	Mixed_feelings
marana marana marana sirapana tharamaana padam	1	Positive
thala look sema mass nu soldravanga mattum oru like podunga	1	Positive
vanthathu vanthuteenga thala fans ellarum like potutu ponga	1	Positive
enada pandey news ah vittutu cinema la nadikuran	0	Negative
ena da bgm ithu yuvann rockss	1	Positive
1st like vijay fanss hit likes	1	Positive
trailer late ah parthu miss pannavanga ippo happy ah	1	Positive
nazawuddin siddiqui in pettai tharamana mudivu	1	Positive
super yaru nu keta chinna kulandhai um solum maestro of style	1	Positive
dhanush indha padathula ethana pera vetunarunu yarachum therinja solunga	1	Positive
vijay sethupathi fans hit like here	1	Positive
aiyo enaku ipave thalaya padathula pakanumnu eruku	3	Mixed_feelings
thalaa u1 again rock	1	Positive
petta telugu la illea missing in tollywood	1	Positive
telugu thala fan s hit likes	1	Positive
akshay kumar as shiva kumar	1	Positive
maran waiting la panavendam poi saavunga ajith fans	1	Positive
dhanush fans sarbaga padam vetri adiya valthukal	1	Positive
sweet sappuda porom sweet saputtu apdiye ethavthu karama viswasam sappuduvom	1	Positive
pazhaya rajinikanth ah paatha feeling pa	1	Positive
neraya neraya neraya neraya neraya what a performance voice vera level	1	Positive
ithan diwali fight semme kartik story value va hero value r nu	3	Mixed_feelings
dhanush fans oru like potutu ponga	1	Positive
pink but like for ajith	1	Positive
beginning of satyayuga end of kaliyuga	1	Positive
dhanush sir ku ella get up um set aagudhu	1	Positive
inimal sun networkla petta promo poda start panniduvaanga	3	Mixed_feelings
neraya neraya neraya neraya neraya what a powerful voice	1	Positive
thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu thala takkarudoi	1	Positive
krish movie mask mathiri erukku pa	3	Mixed_feelings
chiyaan vikram sir vera 11	1	Positive
ethe maari ennamo padam pathaa maatiye eruke	3	Mixed_feelings
thala thanta thalaiya minja evanta	1	Positive
2 0 late a vanthalu latest a vanthurukku	1	Positive
confirm 1m likes varumnu soldravange like podunge machanzz	1	Positive
happy new year thalaivar padam mass kata pothu	3	Mixed_feelings
thala vera level maas u1 bgm ultimate	1	Positive
sam c s vera level ya un bgm	1	Positive
thala vera level n yuvan bgm semmee	1	Positive
thala endru sollada thalai nimirndhu nillada vanthudaruda en thala ippa vangada kena	1	Positive
thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa thalaivaa	1	Positive
romba naaluku aparam thalaivar sema massa pakurom get rajinified	1	Positive
enna mari veetuku theriyama ippa trailer parkuravanga yaravadhu irukeengala	3	Mixed_feelings
elam girls um trailer ah patha maari movie ya kandipaa parungaa	1	Positive
viswasam teaser vartum nama side la irnthu oru sambavam panuvom	3	Mixed_feelings
intha padatha pathe aakanum thalaivaa aa	1	Positive
kris s movie pola irukkunu yaarukkavadu feel aahircha	1	Positive
ada dei nama sambatha da dei	3	Mixed_feelings
movie pathutan semma mass a irukku music la vera leval	1	Positive
marana mass thala i am waiting	1	Positive
intha padathula gethu mass kaatra thalaya nadikala intha padathula intha naatoda indraiya unmaiya solra ajith kumar ah nadichirkaaru stopwomenabuse	3	Mixed_feelings
vayase aagala pa ena effort chanceless	3	Mixed_feelings
thala yada dialogue delivery sema mass vera level goosebumps overloaded	1	Positive
gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuu	1	Positive
vaera level thala summa na podathiga mokka seenu eppa naerkonda parvai is coming soon	1	Positive
vayasanalum unga style azhagum innum marala thalaiva roxkzz	1	Positive
matha actor la vera level na nii top level thalaivaa	1	Positive
enna panna porom sweet sapda porom petta paraak	1	Positive
vena padama release pannathinga pakka mudiyala	3	Mixed_feelings
thala bloods ellaarum oru like podunga	1	Positive
deepavali ku vera level padam irukku pakka kaithi deepavali	1	Positive
aiyo thala marana mass thala love you so much thala	1	Positive
thla da u1 bgm	1	Positive
intha padampothu thalaya asaikka kooda mudiyathu	1	Positive
nkp 30 million views varum solravaga thala fans hit like button 2million like	1	Positive
super super super super star rajini sri good	1	Positive
semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala	1	Positive
king of kollywood one only thala thala thala thala thala thala thala	1	Positive
thala mass but court room perusa irundhurkalam	1	Positive
pakkaa message pola thalaivaa we are waiting	1	Positive
tamil nadimarke oru puthiya velluvilliakkumoo manju chechiudea puthiya entry	1	Positive
nammaku tevaiyanada namma taan adichi vaanganum padipa mattum nammakitta irundu edutuka mudiyathu	1	Positive
ennayya namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth	1	Positive
last dailog inga like podunga	1	Positive
vera level sk bro keep going huge	1	Positive
oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa	3	Mixed_feelings
last dialague semma rasikanuku advice pannitaru thala super thala	1	Positive
super pa thalapadhy rasigar saarba vaalthukal	1	Positive
thala ena thala ketta mass ah irukiyae	1	Positive
appo kabaliee na nerupuda eppo robot na chitti 2 o version	3	Mixed_feelings
waiting 1m likes and 15m views	1	Positive
vayasu analum unga style um alagum innum ungala vitu pogala old time rajni ah pakaramariye iruku	1	Positive
you re line line line ithu mari neriya neriya neriya neriya padatthula irukum pola iam waiting	1	Positive
simion sir enga irrukinga sekiram vanga	1	Positive
wow 10 mill ns views	1	Positive
back to back super blockbuster movies first 2 0 then petta rajnikanth is just amaazing	1	Positive
hatters dislike pannunalum asuran movie kku award confirm by pure dhanush anna fan	1	Positive
dislike pannravan ratham kakkai saavan	0	Negative
i am waiting for nerkoonda paarvai	1	Positive
vijay vera vera vera vetakaran taan da venumm ajith nerya nerya nerya nerya nerya	3	Mixed_feelings
dislike panavan oruthanuku poruthuruka maatan poogada	1	Positive
dei kadisiya style dance ah parunga da ayyo sema thalaiva cuteness charisma fight sequel banged comeback	1	Positive
thalaya screen la parka yarellam marana waiting comment pannunga thala rathangale	1	Positive
vada chennai jaygiromo illayo motha sanda seiyanum asuran namaku theva yanatha nambha tha adichi vanganum	1	Positive
entha trailer best nu pakalam like asuran cmnt kaapan	1	Positive
comments parka vandha padika vandha nanba nanbigal like pannitu pooga	0	Negative
thala thaan eppavume ennudaya role maadal	1	Positive
0 38 it s superstar rajini not rajni spelling mistake	3	Mixed_feelings
remake of pink movie ah apdiye eduthurukeenga oru dialogue kooda maarama but fight scene extra va	3	Mixed_feelings
eduthu vainga da adutha oscar ah asuran ku	1	Positive
mass dhanush manju vetri	1	Positive
thalaivaa ungaluku vayase aakathu nee mattum thaa thlaiva mass massuke boss	1	Positive
thala 6o ku aavathu atleast pre announcement pannunga	1	Positive
aptilam nadakkathu nadakka kudathu fire on eyes thala	1	Positive
oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa sema thala love from thalapathy fanzz	3	Mixed_feelings
kaithi ye evlo mass ah iruku na thalapathy 64	3	Mixed_feelings
maranam mass uh maranam tough tharanum athukku avan thaan poranthu varanum	3	Mixed_feelings
1 55 for some thala thalapathy fans	1	Positive
please make thalapathy 64 like kaithi visuals	3	Mixed_feelings
nothing to say just goosebumps thalarasigai	1	Positive
mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga	3	Mixed_feelings
1 38 to 1 50 yenna swag pa thala thala pola varuma fdfs from karnataka	1	Positive
enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga	1	Positive
saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu tharam	1	Positive
sethu anna voice thalaivar entry kolla gaandu la irukan epo varum oh nu	1	Positive
marana mass thalaiva ungalukku innu vayasu agale	1	Positive
intha padam kantippa win pannum but rajinikaga illa shankar kaga avaroda talent kaga	3	Mixed_feelings
oru oru scenum goosebumps ahh iruku petta parak like podunga trailer pathu goosebumps anuvanga	1	Positive
nerkondapaarvai superb thala pesura yella dialogues kum avar kan simtave ella vera level acting	1	Positive
semma vera level like hits	1	Positive
pink movie in hindi final dialouge superr	3	Mixed_feelings
chinna pulla thanamaala irukku graphics xd xd	0	Negative
rajini sir telugu fans hit a like here rajinified	1	Positive
o my god superstar rajinikanth navajuddin siddiki vijay setupati what else needed	1	Positive
marvel paruppu thanni dc uppu tamil masala kick kadugu krissh vengayam thakkali hero sambar	1	Positive
bayama irukku i except more but i feel sad	3	Mixed_feelings
tamil movie 2 o king in india wonder super star an sankar s mass movie	1	Positive
1st day 1st show poravanga like potuttu ponga	1	Positive
sprb shradha srinath done a good job	1	Positive
rajini kanth fans hit like here	1	Positive
omg use head phones enna bgm da saami	1	Positive
enpt release agalanu kavala illa aurathanamana asuran varuthu adhu pothum	1	Positive
vera level thala u r rock	1	Positive
what a trailer ya vera level la iruku yow karthi subburaj pinnida ya awesome awesome	1	Positive
thalada all india thala kottai	1	Positive
title card bgm vara level nu soluravuga like pl	1	Positive
rijini sir nadichirukaru rompa nalaiku piragu sema treatuu	1	Positive
climax la judge kathiyeh heart attack shethuduvaaraah	3	Mixed_feelings
mokka ah irukkum nu confirn pannittenga	3	Mixed_feelings
12hours 5m view s 600k like s nkp	1	Positive
thala u1 bgm	1	Positive
surya thambi karthi poii karthi oda anna tha surya airuchuu	3	Mixed_feelings
now you are lying lying lying thala mass	1	Positive
namaku thevayanathu nammatha adichi vaanganum mass	1	Positive
deepawali kala katta pothu bigil kaithi sanga thamizhan	3	Mixed_feelings
common thala fans 1m likes varanum	1	Positive
yeppo million like aagum nu pakka wait pannittu irruka	1	Positive
that bike is a modified duke 200	3	Mixed_feelings
last dialogue semma thala tucker doi	1	Positive
thala veriyans maddum oru like poddu vidunga bro	1	Positive
enna da views ivlo kammiya iruku romba nerama	3	Mixed_feelings
ethir paartha alavu ila sadness	3	Mixed_feelings
sema thala merattal movie eppo paaka poromnu romba aarvama irukku thala	1	Positive
ena ipa trending la varuthu thalaivar eh	1	Positive
national award ah askar ah dhanush fanz like	1	Positive
anirudh bgmm bang bang bang pettaa paaraak	1	Positive
inga rajini ya pathi mattum comment pannunga nan vijay sethupathika papen aniruthuka papen apdina adichu underwearoda oda vituven thalaivar forever	1	Positive
trailer la vidya balan missing why	3	Mixed_feelings
i think sivakarthickku hero getup set aagala trailer is good but movie average pogumnu ninaikiravanga like pannuga	3	Mixed_feelings
ajith sir t h a l a	1	Positive
arjun sir looking very smart and handsome	1	Positive
attention thala fans indha padam block buster aaguradhukkuu neega dhaan theater ku pooi thalai ku periya flex katout vaikanumm	1	Positive
i am big for illaya super star dhanush	1	Positive
i phone vs android nu ninaikiren	3	Mixed_feelings
trailer la nallathan da irukku padam mokkaiya illama iruntha sari	1	Positive
innoru vakkil rangaraj pandey dhana avaru	1	Positive
thala seekirom theatre ku va thala ennala wait panna mudiyala	1	Positive
marana mass ungaluku vayasu aanalum andha style apadiye iruku thalaivaa	1	Positive
kamala kalasa en thlaivan dance mass ah	1	Positive
thala da i love u thala	1	Positive
super super super super star	1	Positive
mmm 100 times this video see	3	Mixed_feelings
nanga late ahh vandhalum latest ah varuvom	1	Positive
waiting for judgement day nerkonda paarvai trailer marana mass thalaa	1	Positive
ippo yana pana poram sweet sapada poram love you thalavaa	1	Positive
sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu	3	Mixed_feelings
like icon ah terika vidalama thala blood s	1	Positive
yow songs epo ya viduvinga bgm verra level thala_forever	1	Positive
thaka fans ah iru dha like poduga	1	Positive
thala un rasiganu solla santhsama karvama irukku	1	Positive
pandey and thala argument super thala nadakakuduthu	1	Positive
1 5m views in 60min	1	Positive
2020 fulla un thiruvizha tha dhaunsh anna	1	Positive
mana thalvair epaime gethuda sema inda pongal	1	Positive
indias pride shankar sir team	3	Mixed_feelings
gud morning thala bloods enna nanba readya viswasam trailerku senja sambavatha vida sirapaa siyanum	1	Positive
1 million likes kondu varanum keep share thala bloods	1	Positive
oru channel la sona marie pana matingala daa dei	3	Mixed_feelings
yuvan bgm	1	Positive
nee nadigan enpadhukaga un rasigar illa nalla manithan	3	Mixed_feelings
oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa sema thala	3	Mixed_feelings
intha maari movie tamil cinema la vanthathu ila 100 movie vanthurukum da	3	Mixed_feelings
waiting thalapathy 64 lokesh kanagaraj	1	Positive
trending no1 thala youtube king thala	1	Positive
vera levelu thalaivar always i love thalaivar	3	Mixed_feelings
romba naalaiku apuram oru rajini padam	1	Positive
semma mass chiyan vikram sir i am waiting	1	Positive
enga thala stzit parvaila avar gethana kuralila summa kalakuraru pa thala da	1	Positive
naa trailer ah thalaivar kaga pakka varala vj sethu anna kaga than pakka vandhurukken	3	Mixed_feelings
trending la naanga thanada no 1	3	Mixed_feelings
thala ku aaga dhaan padamae pola	3	Mixed_feelings
pariyerum perumal ku award varala but next time indha movie ku kedaikanum	1	Positive
amaa eppa yenna panna poromm ahaa sweet sapdaa poroomm	1	Positive
kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king	1	Positive
thalaivaa verithanam apdye chumma therikkavidra	1	Positive
the end by chiyan you kena tunggu lebih lama lagi untuk thosai rocking b h	4	not-malayalam/tamil
love u thala dulquer salmaan fans kerala	1	Positive
0 haters in world chiyaan vikram	1	Positive
marana maass thalaivaa i love you sir	1	Positive
yenga anna yeppov super hero dhan	1	Positive
bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku	1	Positive
thala and yuvan like ha therika vidungada pasangala bgm vera level	1	Positive
trailer pala thadava parthavanga mattum our like	1	Positive
video pakrathuku munnadiye like pannavanga mattum kai ah thookunga	1	Positive
801k naraya naraya naraya naraya naraya naraya	1	Positive
i am waiting vera level trailer i ever seen	1	Positive
maranam maranam maranam last bgm therikkudhu gv bro vera level	1	Positive
thalaivar thalaivarr	1	Positive
oruthara mela nenga viswasam katrathukaga inoruthara yen asinga paduthuringa sema	3	Mixed_feelings
mass mass mass mass mass mass mass mass mass mass mass mass	1	Positive
0 42 bgm vera level gvp vetri maaran no words	1	Positive
wow nice trailer rajini kant super star	1	Positive
thalaivaa 7 days to go thalaivaru tharisanam	1	Positive
today trailer paaththu padam paakka wait panravangka like podungka	1	Positive
ithu peru thaan pakka mass woww goosebumbs	3	Mixed_feelings
fully rajinism thalaivaa mass fdfs kalakata poguthu thalaivaa	1	Positive
paeru dhanush u national award winner dhanush u kaelvi patrukeengala verithanamaa waiting for asuran	1	Positive
thalaiver mass super star rajini	1	Positive
vetrimaran erukara varaikum dhanush ku no tension	1	Positive
nanba sekaram like 1m kontu vaaga	1	Positive
karthi padathula ithu oru nalla padam	3	Mixed_feelings
t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a	3	Mixed_feelings
chiyaan vikram sir i like u r costume i like u r moment	1	Positive
inum 1m likes kuda varala	3	Mixed_feelings
srk fan plz dislike tha video	3	Mixed_feelings
1 18 yaarlam teejay ah patheenga	1	Positive
valimai kku wait panravanga thatra likes ah	1	Positive
marana mass thala end fight vera level look semma mass ah eruku	1	Positive
movie la night shots neraya iruku	1	Positive
yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga	1	Positive
rajini sir telugu fans like	1	Positive
last dialogue is a hint to his fans thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu	1	Positive
trending in sri lanka i am very happy hit like	1	Positive
no means no thala dialouge delivery super	1	Positive
yarellam morning wake up aanathum trailer paakka vanthinga	1	Positive
our sirappaana taramaana movie book panna poram	1	Positive
semmaa performance thala mr ajith sir good	1	Positive
pongal ke confirm sweet sapada porum	1	Positive
indha pongaluku release ana adutha pongal vara odanumndravanga like podunga	1	Positive
thala thala thala thala thala thala thala thala thala thala thala thala	1	Positive
ajith solra last line idha yavadhu pathu thirundunga da dai	1	Positive
t h a l a	3	Mixed_feelings
super star na marana mass thaan	1	Positive
thala awwsm n u1 bgm rocks	1	Positive
indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam ner konda parvai wow awesome thala	1	Positive
highly excited waiting for karthi sam cs bgm	1	Positive
class massu pattayakelapum makkal selvan semma trailer vjs dialogue massu ultimate geththu pa namba m kkal selvan	1	Positive
yosikkama bhagubali movie da comber pannalam vera level la irukum paru	1	Positive
pattaya kilaputhupaa trailer get rajnified	1	Positive
thala irukum pothu ethuvum nadakathu thala kaakum pothu erumbum thudikathu thala tucker doi	1	Positive
jithu kaali singaar singh veri aatam jan 10 mark the date king arrives	1	Positive
oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka true line for some ajith fans and vijay fans	1	Positive
netru super star indru super star nalai super star endrum super star	1	Positive
dhanush vetrimaran gvp yarrukellam intha combo pidikum	1	Positive
va thala ni va paddaya kilappuram	1	Positive
haiyya jolly night kulla 15 million views thandidum	1	Positive
1 30 na indha scene kagave trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda wow moment	1	Positive
superb next surprise cinematography romba nala iruku	1	Positive
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	1	Positive
ena pangalikala return no 1 trending konduvaralama link ah share panunka 1m likes adichu akanum	1	Positive
intha yr diwali inum mudiyala nov 29 diwali	1	Positive
3 hours agidu 1 million varala	3	Mixed_feelings
appaddi yellaam nadakaath nadakka koodaath uffthala appadiye vere track	1	Positive
mass ivara minja yarum illa porakavum illa	1	Positive
dhanush and vetrimaaran the original asuran	1	Positive
thlivarku trilar ra vida teaser than semaiya iruku	3	Mixed_feelings
if anyone saw teejay in it	1	Positive
enga thatha irruka varaikum neraya neraya nadakathu da ellam ajith pathupan da	1	Positive
best makeup getup for rajini after shivaji film	1	Positive
trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya	3	Mixed_feelings
thala yuvan vera level ipdi neraya neraya neraya nerayaa	1	Positive
thala acting vera level neraya neraya neraya neraya neraya dialogue awesome mass class	1	Positive
ennada bomma padam mathire irukku enna kandravi anim ithu	3	Mixed_feelings
appa enna stylish thalaiva marana mass	1	Positive
0 37 vivek siva mervin solomon magical voice	1	Positive
400k likes in 5 million views	1	Positive
semma mass rajini sir love you	1	Positive
rajini daa rajini chumma athiruthu	1	Positive
e ka bawasir bana diye ho	4	not-malayalam/tamil
are you virgin scene iruka	1	Positive
marana waiting for nkp fdfs ku	1	Positive
king maker thala wonderful hero love u thala love u love u love u	1	Positive
467k views one hour mela change aagamale iruku something happened	1	Positive
epo da kondi varuvinga 1 4 million like	1	Positive
to those who disliked oruthar meala vishwasam katurathukaga inoruthar ah yen asinga paduthuringa	3	Mixed_feelings
marana maas thalaiva sooper star	1	Positive
idhu yenna da batman ku vandha sodhanai	3	Mixed_feelings
thalaiva marana waiting super star mass nu katringa	1	Positive
kola gaandu la irukkan sweet sapadu porom style ah naturally	1	Positive
ajith h vinod siva h raja	1	Positive
sema sema sema sema sema sema sema sema sema sema sema	1	Positive
woww thala ajith kumar is awesome paa	1	Positive
moodevi nga content paakama dislike podudhunga thevangu trailer end la correct ah iruku	3	Mixed_feelings
thalaivar sonna maari sweet sapida poren	1	Positive
10 million view s kooda varala nu vijay fans kalaaikraanga plz thala fans 10 m views vara vainga inaiku kulla	1	Positive
naangalaum pakkaathan pooromm engee thalaivar odee aattaathee	1	Positive
apdiea innum knjm dhn shankar sir avengers ah beat panniralam move on fire	1	Positive
mass mass maas mass chiyaan vikram	1	Positive
wow is movie 3million view 175k like best luck bikram sir fan likr here	1	Positive
u1 thala mass bgm	1	Positive
cant wait thalaivare thookkudurai alappareyum pakkanum	1	Positive
thalaiver thalaiver thaa vera pechaa kedaiyathu pettai daa	1	Positive
super padam rajini sir trailare ippadi athirutunna parameter eppadi irukkum	1	Positive
kovilpatti pasanga lam like podunga la	1	Positive
waiting thalaa katta fan from kerala yuvan bgm no rekshaa	1	Positive
trailer oda last dance than evanoda nejamana character aara mental da evan	0	Negative
thara ra thara ra thara ra raa 1 37 vera level	1	Positive
all tamilans fans from keralakerala loves you all tamilan da	1	Positive
those vijay fans come here to see this like here	1	Positive
trending ku late ah vanthalum latest varuvom da	1	Positive
padam kand trailer kannaan vannavar undoo	1	Positive
2 0 full movie on zee tamil channel	1	Positive
logesh ah nambalam nammala thalapathy 64 yaematha maataru ninaikira	1	Positive
tha vera level dialogue last scene	1	Positive
ellam avan seyal movie ya ithu	3	Mixed_feelings
ithu petta pongal paaka thaana pora intha kaali oda aatatha	1	Positive
kola kuthu marana mass thailavaa vera level mass	1	Positive
yen dislike pandringa enna pudikala trailer la	1	Positive
white hair eh irundahlum azhagaai theriyum aanazhagan thala eppavume ultimate dhan	1	Positive
0 53 thala ooda looka copy adichutan daa	1	Positive
sama gandula iruken mudinja tomorrow movie release pannunga please	1	Positive
mass maranam thalaivaa back to 90 s kid rajini sir	1	Positive
looks promising but release aagi nalla irundha semaya irukkum	3	Mixed_feelings
sun tv mela kola kaandula irukkom rajini mela illa	3	Mixed_feelings
kaithi thaan intha yr diwali blockbustrr cnfrm	1	Positive
karthi anna wooda unmayana anbana rasigargal mattum thatra like	1	Positive
22 00 dhanush look vera level mass	1	Positive
who r waiting trailer in kannada any kannadiga hit like jai karnataka tamil nadu	1	Positive
padam kandipa block buster wishes from suriya anna fans	1	Positive
die hard chiyaan fans like here	1	Positive
semma thalaiva marana geththa erukinga u always geththu	1	Positive
ultra ultimate star thala vera level	1	Positive
ajith rasigargal sarpaka padam vetri pera valthukkal	3	Mixed_feelings
padam pathuttu vanthu tralier pakkuravagaa like pannungaa	1	Positive
theri mass therika vitruvoma	1	Positive
thalaiva theivame umma sema style sema energy sema marana mass	1	Positive
90s thalaivaa is back in action	1	Positive
vera leval dhanudh vetri maran gvp combo	1	Positive
tha 4 nimishathula 10 k likes thala	1	Positive
mass means 2 0 waited for this movement also waiting for movie semmamaa	1	Positive
ultimate star ajith kumar vazhaga	1	Positive
inu neraiya peru paakala keep sharing	1	Positive
padam vanthathum 13k dislike pottavaga yellam yea da dislike pannom nu feel pannanum	0	Negative
orginal view and orginal like	1	Positive
hit like for vetrimaran dhanush combo	1	Positive
sivakarthikayen fans hit like button	1	Positive
izu vijay da trailer aaha irunda 30 millions aahi irukkum ajith vayathu jaasthi aichu adudda padaththilaavazu ilamaya nadichcha nalla irukkum	3	Mixed_feelings
enna bgm english song la play agudhu	0	Negative
